draft_year,team,grp,need_rank,cap_rank_prop_in_need_space,cap_pred_elastic,cap_resid_elastic,cap_resid_elastic_std
2022,BUF,single,32,13.916666666666666,26.85525004069009,12.938583374023425,1.8343557923053933
2022,CHI,single,9,19.083333333333332,10.118927001953121,-8.96440633138021,-1.2709204866709436
2022,CLE,single,29,24.25,24.67225138346353,0.42225138346352864,0.05986430265776693
2022,DEN,single,22,29.416666666666668,19.578587849934888,-9.83807881673178,-1.394784602065529
2022,HOU,single,5,1.0,7.208262125651039,6.208262125651039,0.8801706694723626
2022,KC,single,10,11.333333333333334,10.846593221028641,-0.48674011230469283,-0.06900713304874317
2022,LA,single,26,32.0,22.48925272623697,-9.51074727376303,-1.3483774727460636
2022,NE,single,31,26.833333333333332,26.12758382161457,-0.7057495117187607,-0.10005698980439771
2022,NO,single,24,21.666666666666668,21.033920288085927,-0.632746378580741,-0.08970703755251329
2022,NYJ,single,1,3.5833333333333335,4.297597249348957,0.7142639160156237,0.10126411166530697
2022,TEN,single,16,16.5,15.212590535481763,-1.2874094645182375,-0.18252129619144333
2023,CIN,double,14,14.0,14.15018561187916,0.15018561187915935,0.017126075711963385
2023,MIN,double,5,27.0,15.075012800819252,-11.924987199180748,-1.3598388759216662
2023,NE,double,27,5.333333333333333,12.814324116743471,7.480990783410138,0.853077821198137
2023,WAS,double,23,3.1666666666666665,13.225358422939067,10.0586917562724,1.1470201068250783
2023,ARI,single,18,20.5,13.739151305683563,-6.7608486943164365,-0.7709580509560074
2023,CHI,single,1,18.333333333333332,15.48604710701485,-2.8472862263184826,-0.3246838287331802
2023,DEN,single,26,22.666666666666668,12.91708269329237,-9.749583973374298,-1.1117717016893753
2023,IND,single,11,11.833333333333334,14.458461341525858,2.625128008192524,0.2993505200622981
2023,MIA,single,12,16.166666666666664,14.355702764976957,-1.810963901689707,-0.20650916225533802
2023,NYG,single,17,7.5,13.841909882232462,6.341909882232462,0.7231853134436882
2023,PIT,single,13,9.666666666666666,14.252944188428058,4.586277521761392,0.5229857580295997
2023,SEA,single,9,1.0,14.663978494623656,13.663978494623656,1.5581408052180854
2023,SF,single,25,24.833333333333332,13.019841269841269,-11.813492063492063,-1.3471247809332831
2024,DET,double,2,3.5833333333333335,16.319166666666675,12.735833333333341,1.2121463944828763
2024,NYG,double,19,6.166666666666667,16.568942708333346,10.402276041666678,0.9900476135566469
2024,PHI,double,11,1.0,16.451401041666678,15.451401041666678,1.4706034204566025
2024,ARI,single,4,16.5,16.34855208333334,-0.15144791666665824,-0.014414215492201751
2024,BAL,single,32,8.75,16.759947916666682,8.009947916666682,0.7623552564692645
2024,GB,single,10,21.666666666666668,16.436708333333343,-5.229958333333325,-0.49776681047273386
2024,HOU,single,12,13.916666666666666,16.46609375000001,2.5494270833333434,0.24264441644123583
2024,JAX,single,20,29.416666666666668,16.58363541666668,-12.833031249999987,-1.2213973089032433
2024,MIN,single,15,32.0,16.51017187500001,-15.489828124999988,-1.4742607587158159
2024,NO,single,26,11.333333333333334,16.67179166666668,5.338458333333348,0.5080934126164035
2024,SF,single,28,24.25,16.70117708333335,-7.548822916666651,-0.7184671973586746
2024,TB,single,6,26.833333333333332,16.37793750000001,-10.455395833333323,-0.9951033458561489
2024,WAS,single,1,19.083333333333332,16.304473958333343,-2.778859374999989,-0.2644808772241974
