draft_year,team,grp,need_rank,cap_rank_prop_in_need_space,cap_pred_elastic,cap_resid_elastic,cap_resid_elastic_std
2018,TEN,single,23,32.0,19.05814087537948,-12.941859124620521,-1.4096486684877387
2019,CLE,double,26,11.375,19.658370350483256,8.283370350483256,0.8781909672780182
2019,LA,double,12,13.25,15.628484086693346,2.378484086693346,0.25216344946193836
2019,NO,double,6,28.25,13.901389973640526,-14.348610026359474,-1.5212189223687864
2019,TB,double,2,3.875,12.749993898271981,8.874993898271981,0.9409140417891948
2019,ARI,single,27,7.625,19.946219369325394,12.321219369325394,1.3062778915059923
2019,ATL,single,17,30.125,17.067729180904028,-13.057270819095972,-1.384313003699509
2019,CHI,single,32,32.0,21.385464463536074,-10.614535536463926,-1.1253377351925749
2019,DET,single,9,24.5,14.764937030166937,-9.735062969833063,-1.0320973232219837
2019,GB,single,11,2.0,15.34063506785121,13.34063506785121,1.4143548723082033
2019,HOU,single,20,18.875,17.93127623743044,-0.9437237625695616,-0.10005223101558693
2019,IND,single,24,9.5,19.082672312798984,9.582672312798984,1.0159410857434694
2019,KC,single,18,22.625,17.355578199746166,-5.269421800253834,-0.5586564927029752
2019,LAC,single,21,20.75,18.219125256272577,-2.5308747437274235,-0.26831968694045233
2019,NE,single,23,15.125,18.794823293956846,3.6698232939568456,0.3890693681312154
2019,NYG,single,5,5.75,13.613540954798392,7.863540954798392,0.833681260783158
2019,PIT,single,22,26.375,18.50697427511471,-7.868025724885289,-0.8341567296338779
2019,SEA,single,10,17.0,15.052786049009073,-1.9472139509909265,-0.2064408122254499
2020,ATL,single,8,6.625,14.139276470889703,7.514276470889703,0.8837437693957748
2020,CAR,single,19,26.5625,19.333121924969248,-7.229378075030752,-0.8502372590582082
2020,CHI,single,24,21.125,21.693960767732676,0.5689607677326762,0.06691469703866978
2020,CLE,single,20,17.5,19.805289693521935,2.305289693521935,0.2711219651279463
2020,DAL,single,16,22.9375,17.91661861931119,-5.0208813806888095,-0.590498986063208
2020,DEN,single,15,30.1875,17.444450850758503,-12.743049149241497,-1.4986925663932766
2020,DET,single,5,3.0,12.722773165231647,9.722773165231647,1.1434820423907752
2020,IND,single,11,32.0,15.55577977654776,-16.44422022345224,-1.9339822298722587
2020,JAX,single,9,4.8125,14.611444239442388,9.798944239442388,1.152440418157585
2020,LV,single,3,8.4375,11.778437628126275,3.340937628126275,0.392923101011069
2020,MIA,single,4,10.25,12.25060539667896,2.00060539667896,0.23528846206070678
2020,MIN,single,25,12.0625,22.166128536285363,10.103628536285363,1.1882739212248243
2020,NE,single,32,15.6875,25.471302916154162,9.783802916154162,1.15065966785272
2020,NYG,single,6,13.875,13.194940933784332,-0.6800590662156676,-0.07998081584001736
2020,NYJ,single,21,28.375,20.27745746207462,-8.097542537925381,-0.9523408931028465
2020,TB,single,22,19.3125,20.749625230627302,1.4371252306273021,0.16901833108330763
2020,TEN,single,17,24.75,18.388786387863874,-6.361213612136126,-0.7481336250135704
2021,ARI,single,24,28.133333333333333,19.962686141381866,-8.170647191951467,-1.022677695867901
2021,ATL,single,3,15.066666666666666,9.137787413704569,-5.928879252962098,-0.7420871849014596
2021,CAR,single,14,2.0,14.807972461535535,12.807972461535535,1.6031077414045432
2021,CLE,single,18,7.6,16.869857933474066,9.269857933474066,1.1602602253792615
2021,DAL,single,12,18.8,13.777029725566269,-5.022970274433732,-0.628699238382359
2021,DEN,single,10,3.8666666666666667,12.746086989597002,8.879420322930335,1.1113911668395224
2021,GB,single,26,9.466666666666667,20.99362887735113,11.526962210684465,1.4427703065665765
2021,JAX,single,2,11.333333333333334,8.622316045719936,-2.711017287613398,-0.33932402758567
2021,LAC,single,21,20.666666666666668,18.416272037427966,-2.250394629238702,-0.2816702692156831
2021,LV,single,8,16.933333333333334,11.715144253627734,-5.218189079705599,-0.6531337676522287
2021,MIA,single,11,13.2,13.261558357581634,0.06155835758163519,0.007704941581006274
2021,NO,single,28,26.266666666666666,22.0245716133204,-4.242095053346265,-0.53096112130288
2021,NYG,single,22,22.533333333333335,18.9317434054126,-3.6015899279207346,-0.45079240388389724
2021,SEA,single,19,30.0,17.3853293014587,-12.6146706985413,-1.5789131584122829
2021,TEN,single,13,5.733333333333333,14.2925010935509,8.559167760217566,1.0713068081300305
2021,WAS,single,30,24.4,23.055514349289666,-1.3444856507103324,-0.168282322696582
2022,CIN,double,12,8.75,12.30192565917968,3.5519256591796804,0.503571002976682
2022,MIN,double,14,6.166666666666667,13.757258097330723,7.590591430664056,1.0761491390021076
