draft_year,team,db_picks_top3,double_db_top3,single_db_top3,db_capital_top3,total_capital_top3,db_cap_share,rank_prev,pct_prev,n_teams,need_rank,need_pct_eps,NDI_rank,NDI_pct_eps,ndi_rank_pctile,ndi_pct_eps_pctile
2008,PIT,0,0,0,0.0,1280.0,0.0,2.0,0.967741935483871,32.0,0.0625,0.032258064516129004,0.0,0.0,0.27586206896551724,0.27586206896551724
2008,SEA,0,0,0,0.0,1232.0,0.0,9.0,0.7419354838709677,32.0,0.28125,0.25806451612903225,0.0,0.0,0.27586206896551724,0.27586206896551724
2008,TEN,0,0,0,0.0,1265.0,0.0,7.0,0.8064516129032258,32.0,0.21875,0.19354838709677424,0.0,0.0,0.27586206896551724,0.27586206896551724
2008,WAS,0,0,0,0.0,1370.0,0.0,8.0,0.7741935483870968,32.0,0.25,0.22580645161290325,0.0,0.0,0.27586206896551724,0.27586206896551724
2008,OAK,1,0,1,100.0,1947.0,0.05136106831022085,,,,,,,,,
2008,SD,1,0,1,680.0,950.0,0.7157894736842105,,,,,,,,,
2008,STL,0,0,0,0.0,3445.0,0.0,,,,,,,,,
2009,MIA,2,1,0,1012.0,1472.0,0.6875,14.0,0.5806451612903225,32.0,0.4375,0.4193548387096775,2313.1428571428573,2413.2307692307686,0.9655172413793104,0.9655172413793104
2009,NE,2,1,0,1050.0,1550.0,0.6774193548387096,17.0,0.4838709677419355,32.0,0.53125,0.5161290322580645,1976.4705882352941,2034.375,0.9310344827586207,0.9310344827586207
2009,NO,2,1,0,1162.0,1220.0,0.9524590163934427,24.0,0.2580645161290322,32.0,0.75,0.7419354838709677,1549.3333333333333,1566.1739130434783,0.896551724137931,0.896551724137931
2009,ATL,2,1,0,490.0,1230.0,0.3983739837398374,23.0,0.2903225806451612,32.0,0.71875,0.7096774193548387,681.7391304347826,690.4545454545454,0.7931034482758621,0.7931034482758621
2009,BAL,1,0,1,150.0,1240.0,0.12096774193548387,2.0,0.967741935483871,32.0,0.0625,0.032258064516129004,2400.0,4650.000000000005,1.0,1.0
2009,CAR,1,0,1,310.0,908.0,0.34140969162995594,13.0,0.6129032258064516,32.0,0.40625,0.3870967741935484,763.0769230769231,800.8333333333334,0.8620689655172413,0.8620689655172413
2009,BUF,1,0,1,480.0,2390.0,0.200836820083682,22.0,0.3225806451612903,32.0,0.6875,0.6774193548387097,698.1818181818181,708.5714285714286,0.8275862068965517,0.8275862068965517
2009,WAS,1,0,1,190.0,1368.2,0.13886858646396724,10.0,0.7096774193548387,32.0,0.3125,0.29032258064516125,608.0,654.4444444444446,0.7586206896551724,0.7586206896551724
2009,DEN,1,0,1,530.0,2630.0,0.20152091254752852,28.0,0.1290322580645161,32.0,0.875,0.8709677419354839,605.7142857142857,608.5185185185185,0.7241379310344828,0.7241379310344828
