draft_year,team,db_picks_top3,db_capital_top3,total_capital_top3,double_db_top3,single_db_top3,db_cap_share,pdx4_prev,rank_prev,pct_prev,need,NDI,resid_poly,pred_frontier90,gap_to_frontier,frontier_eff,exp_share,IRI
2020,PHI,0,0.0,1258.0,0,0,0.0,-0.053159256184607,19.0,0.59375,0.40625,0.0,-324.5051150002886,629.4870152585565,-629.4870152585565,0.0,0.17664285978244804,0.0
2020,PIT,0,0.0,550.0,0,0,0.0,1.215819659881934,3.0,0.09375,0.90625,0.0,-198.28970761026312,175.01133453059123,-175.01133453059123,0.0,0.15555049561139345,0.0
2020,SEA,0,0.0,1345.0,0,0,0.0,-0.008319019391364,18.0,0.5625,0.4375,0.0,-316.6523193326409,665.2571155219268,-665.2571155219268,0.0,0.17557877451724327,0.0
2020,SF,0,0.0,1850.2,0,0,0.0,1.2404758172237338,2.0,0.0625,0.9375,0.0,-345.39518407030573,803.9768948375335,-803.9768948375335,0.0,0.15394414368915155,0.0
2020,TB,1,450.0,1810.0,0,1,0.24861878453038674,0.3461270847135552,10.0,0.3125,0.6875,654.5445024807236,198.09666266741098,838.4702162852813,-388.47021628528125,0.5366916931094567,0.16584599241727163,1.4990943157966532
2020,TEN,1,292.0,1060.0,0,1,0.27547169811320754,0.150446049688054,14.0,0.4375,0.5625,519.1101882485542,64.58570207779152,498.8314778286383,-206.8314778286383,0.5853680310453657,0.170983516795776,1.6111009018619789
2020,WAS,0,0.0,2938.0,0,0,0.0,-0.7108637093476298,26.0,0.8125,0.1875,0.0,-533.5239506880898,1498.3053540016247,-1498.3053540016247,0.0,0.18314248998906646,0.0
2021,ARI,1,38.0,1448.0,0,1,0.026243093922651933,0.263619141254051,11.0,0.34375,0.65625,57.90467366906869,-126.06629503074942,773.1735033275187,-735.1735033275187,0.0491480888008433,0.15274534844174564,0.1718094474913623
2021,ATL,1,500.0,2550.0,0,1,0.19607843137254902,-0.8236832792916289,29.0,0.90625,0.09375,5333.276445051253,92.09285624731649,1433.8332015511212,-933.8332015511212,0.34871559638812927,0.17098380823168133,1.146766079200112
2021,BAL,0,0.0,1404.0,0,0,0.0,0.8344405494040529,5.0,0.15625,0.84375,0.0,-171.32506941331096,711.0477890614977,-711.0477890614977,0.0,0.14422566188843342,0.0
2021,BUF,0,0.0,1040.0,0,0,0.0,0.3762099051644415,10.0,0.3125,0.6875,0.0,-119.96584969636967,566.9128149974434,-566.9128149974434,0.0,0.15141012984802232,0.0
2021,CAR,1,1400.0,1950.0,0,1,0.717948717948718,-0.4930704250516724,25.0,0.78125,0.21875,6399.970742990889,1017.5312589970184,1113.3879711165491,286.6120288834509,1.2574233208178323,0.16787978381706614,4.27656446550495
2021,CHI,0,0.0,1791.0,0,0,0.0,-0.1188849447700616,18.0,0.5625,0.4375,0.0,-294.3818682107711,988.2642373242501,-988.2642373242501,0.0,0.16114291194799396,0.0
2021,CIN,0,0.0,2385.0,0,0,0.0,-0.6792985510944277,26.0,0.8125,0.1875,0.0,-421.1569786140526,1332.8503388244487,-1332.8503388244487,0.0,0.16870662741981715,0.0
2021,CLE,1,700.0,1216.0,0,1,0.5756578947368421,-0.1332576189832349,19.0,0.59375,0.40625,1723.0726816672452,441.77644945957684,713.8860060839072,-13.886006083907205,0.9805487067044776,0.16220699721319873,3.5489091384893787
2021,DAL,1,460.0,1875.0,0,1,0.24533333333333332,-0.1862979532685468,20.0,0.625,0.375,1226.6633955642785,127.61680444259787,1042.8734175189416,-582.8734175189416,0.4410890068464566,0.16323719081233867,1.5029254798642933
2021,DEN,1,1350.0,2008.0,0,1,0.6723107569721115,-0.3316016144530558,22.0,0.6875,0.3125,4319.986176044237,980.8832052517963,1121.441201028944,228.55879897105592,1.2038080986870723,0.16519590301242412,4.06977863683186
2021,DET,0,0.0,2220.0,0,0,0.0,-1.8656727977423715,32.0,0.999999,1.0000000000287557e-06,0.0,-300.8284898438947,1292.7850590877274,-1292.7850590877274,0.0,0.17295594463941602,0.0
2021,GB,1,640.0,1089.0,0,1,0.5876951331496786,0.5296223985211748,8.0,0.25,0.75,853.3321955570725,520.5608725403893,577.3341295157381,62.66587048426186,1.1085435058842361,0.14863801766238122,3.9538682121325026
2021,HOU,0,0.0,432.6,0,0,0.0,-1.3045260821012343,31.0,0.96875,0.03125,0.0,-171.6144506393772,412.0654564738715,-412.0654564738715,0.0,0.17233247044260003,0.0
2021,IND,0,0.0,1205.0,0,0,0.0,0.1826321688172491,14.0,0.4375,0.5625,0.0,-177.99764779473088,674.664322122624,-674.664322122624,0.0,0.15654765422652672,0.0
2021,JAX,1,580.0,4300.0,0,1,0.13488372093023257,-0.9979450498346624,30.0,0.9375,0.0625,9279.851522375642,33.97451418146318,2296.2662500678707,-1716.2662500678707,0.2525839501333336,0.17167508517017308,0.7856918829923921
2021,KC,0,0.0,630.0,0,0,0.0,0.1984667623081428,13.0,0.40625,0.59375,0.0,-112.31834847514675,386.7488020852651,-386.7488020852651,0.0,0.15531411063099784,0.0
2021,LA,0,0.0,478.0,0,0,0.0,1.4911508114883425,1.0,0.03125,0.96875,0.0,-195.65738460632164,231.20450391689894,-231.20450391689894,0.0,0.13786803753159554,0.0
2021,LAC,1,430.0,1785.0,0,1,0.24089635854341737,0.1633944696622898,15.0,0.46875,0.53125,809.4102411101344,184.59813069782996,965.0245976003207,-535.0245976003207,0.4455844970887373,0.15774730615599075,1.5271028356275285
2021,LV,1,470.0,1615.0,0,1,0.29102167182662536,-0.4868429529037269,23.0,0.71875,0.28125,1671.1051694038422,127.21298824499883,936.0520678168983,-466.05206781689833,0.502108820822494,0.1661244216133696,1.7518295564269046
2021,MIA,1,540.0,3040.0,0,1,0.17763157894736842,0.5418511834809412,7.0,0.21875,0.78125,691.1991152651325,241.3496389132049,1524.5090579370528,-984.5090579370528,0.3542123919753691,0.14720112407046346,1.2067270550348397
2021,MIN,0,0.0,1220.0,0,0,0.0,-0.6961008858084741,27.0,0.84375,0.15625,0.0,-311.42905690426494,769.9909656242415,-769.9909656242415,0.0,0.16949957935650337,0.0
2021,NE,0,0.0,1686.0,0,0,0.0,0.1274220914494756,16.0,0.5,0.5,0.0,-252.39402031525108,923.3870842801396,-923.3870842801396,0.0,0.15891306641939,0.0
2021,NO,1,210.0,1170.0,0,1,0.1794871794871795,0.9367264678393458,4.0,0.125,0.875,239.99972571459918,41.916855818175435,589.8645900551792,-379.8645900551792,0.3560139115663062,0.1426870932983212,1.2579076028405667
2021,NYG,1,235.0,1485.0,0,1,0.15824915824915825,0.2450903276370377,12.0,0.375,0.625,375.99939840096255,57.67068559843787,798.0333379845266,-563.0333379845266,0.29447391332485473,0.15404667536940417,1.0272805814839985
2021,NYJ,0,0.0,4260.0,0,0,0.0,-0.710973648435649,28.0,0.875,0.125,0.0,-576.3695291960225,2263.1709177481525,-2263.1709177481525,0.0,0.17025863962712476,0.0
2021,PHI,0,0.0,2055.0,0,0,0.0,-0.2721640021343224,21.0,0.65625,0.34375,0.0,-361.92168839753424,1137.6532577696116,-1137.6532577696116,0.0,0.16423349274541382,0.0
2021,PIT,0,0.0,1245.0,0,0,0.0,1.3286621846451283,2.0,0.0625,0.9375,0.0,-228.3204658564258,612.9986328632306,-612.9986328632306,0.0,0.13950828111990224,0.0
2021,SEA,1,37.5,385.7,0,1,0.09722582317863625,-0.0296297333053574,17.0,0.53125,0.46875,79.99982933369742,-113.92029878035589,294.37262886439055,-256.87262886439055,0.1273895611309543,0.1600449350167244,0.6074907848128798
2021,SF,0,0.0,2770.0,0,0,0.0,0.5116249042128378,9.0,0.28125,0.71875,0.0,-271.7557125598198,1406.029552955826,-1406.029552955826,0.0,0.15004101958823418,0.0
2021,TB,0,0.0,980.0,0,0,0.0,0.800645288978064,6.0,0.1875,0.8125,0.0,-120.54169144020608,510.5011721193574,-510.5011721193574,0.0,0.14573033881248085,0.0
2021,TEN,1,780.0,1282.0,0,1,0.608424336973479,-0.489658788102049,24.0,0.75,0.25,3119.98752004992,460.9011419150753,779.9999998889066,1.1109341357951052e-07,1.0000000001424274,0.16701904854825028,3.6428439885269177
2021,WAS,1,220.0,1485.0,0,1,0.14814814814814814,1.0880496724178923,3.0,0.09375,0.90625,242.7583528183693,-0.12055653404880218,737.1155383979547,-517.1155383979547,0.2984606734490329,0.1411146330421441,1.049842563838886
2022,ARI,0,0.0,605.0,0,0,0.0,0.2286419799592627,14.0,0.4375,0.5625,0.0,-155.07717009222608,566.356550212394,-566.356550212394,0.0,0.17598118840277566,0.0
2022,ATL,0,0.0,2240.0,0,0,0.0,-0.7792303113277358,28.0,0.875,0.125,0.0,-425.3839266165636,1460.5526007819776,-1460.5526007819776,0.0,0.1896921738033737,0.0
2022,BAL,0,0.0,2270.0,0,0,0.0,-1.2986152456824365,30.0,0.9375,0.0625,0.0,-394.1380161624791,1488.7584222210205,-1488.7584222210205,0.0,0.191108619346422,0.0
2022,BUF,1,760.0,1181.0,0,1,0.6435224386113463,1.6538088987882855,1.0,0.03125,0.96875,784.5153192099931,469.74981301542846,759.9999997587083,2.412916728644632e-07,1.0000000003174891,0.15730157170784448,4.09101086292105
2022,CAR,0,0.0,1778.0,0,0,0.0,-0.0010156711564062,17.0,0.53125,0.46875,0.0,-308.1787987485245,1160.2021097111738,-1160.2021097111738,0.0,0.17947846919297333,0.0
2022,CHI,1,510.0,1165.0,0,1,0.43776824034334766,-0.3009300696534956,24.0,0.75,0.25,2039.99184003264,170.2614398178834,907.8556035153114,-397.8556035153114,0.5617633443305597,0.18645258272449922,2.347879734067242
2022,CIN,2,900.0,1020.0,1,0,0.8823529411764706,-0.010315705553813,18.0,0.5625,0.4375,2057.1381551127884,643.9605365015636,796.3458293544661,103.6541706455339,1.1301622571811019,0.1805764461242429,4.8863124738282915
2022,CLE,1,250.0,554.0,0,1,0.45126353790613716,0.4097772404664489,9.0,0.28125,0.71875,347.825603025248,146.9064847209654,507.57682272840805,-257.57682272840805,0.4925362798406753,0.16947455376448312,2.6627214993777355
2022,DAL,0,0.0,1230.0,0,0,0.0,1.1511779022398798,2.0,0.0625,0.9375,0.0,-258.15921213491987,790.7272474725271,-790.7272474725271,0.0,0.15894181529615117,0.0
2022,DEN,1,64.0,524.0,0,1,0.12213740458015267,0.2526862742452513,13.0,0.40625,0.59375,107.78929214435007,-69.95010435659663,519.982867680413,-455.98286768041305,0.12308097819741068,0.17474764480724678,0.6989359124975608
2022,DET,0,0.0,4240.0,0,0,0.0,-0.9210986865937594,29.0,0.90625,0.09375,0.0,-591.5142265911824,2445.223421315619,-2445.223421315619,0.0,0.19041734240793026,0.0
2022,GB,0,0.0,2000.0,0,0,0.0,0.8257131518790344,4.0,0.125,0.875,0.0,-274.1296584328724,1180.7568740815695,-1180.7568740815695,0.0,0.16212062747457012,0.0
2022,HOU,1,2200.0,3780.0,0,1,0.582010582010582,-0.6062485307606034,26.0,0.8125,0.1875,11733.270755889302,1621.8410173070965,2199.999987609014,1.2390985830279533e-05,1.0000000056322662,0.18814016159606609,3.0934946428936816
2022,IND,0,0.0,800.0,0,0,0.0,0.3538011421802267,10.0,0.3125,0.6875,0.0,-129.5125867514026,634.6274347915374,-634.6274347915374,0.0,0.17084366402427126,0.0
2022,JAX,0,0.0,3945.0,0,0,0.0,-1.409170139867478,31.0,0.96875,0.03125,0.0,-519.5777895171449,2314.5201391327028,-2314.5201391327028,0.0,0.19176600461884896,0.0
2022,KC,1,800.0,1780.0,0,1,0.449438202247191,-0.1270344822753849,20.0,0.625,0.375,2133.327644459615,444.99299477688953,1181.4859450828328,-381.4859450828328,0.6771134293467307,0.1826707249885876,2.4603734521515133
2022,LA,1,35.0,146.8,0,1,0.23841961852861032,0.5547864740710614,6.0,0.1875,0.8125,43.076870059236846,-41.58967351142962,288.1700064717709,-253.17000647177088,0.12145608222217463,0.16516387298872978,1.4435337111819802
2022,LAC,0,0.0,1194.0,0,0,0.0,-0.1384290069938861,21.0,0.65625,0.34375,0.0,-315.46247999581436,901.7292518737468,-901.7292518737468,0.0,0.18366702692166276,0.0
2022,LV,0,0.0,236.0,0,0,0.0,-0.5004374928322647,25.0,0.78125,0.21875,0.0,-259.0802709674292,460.3886870990499,-460.3886870990499,0.0,0.18731331799331508,0.0
2022,MIA,0,0.0,141.0,0,0,0.0,0.1847579675787582,15.0,0.46875,0.53125,0.0,-128.32646880280572,346.251889747551,-346.251889747551,0.0,0.1771808403322397,0.0
2022,MIN,2,1070.0,1380.0,1,0,0.7753623188405797,0.444314383352742,8.0,0.25,0.75,1426.6647644469806,893.1249937179882,904.6817770737101,165.31822292628988,1.1827363246566427,0.16807155183863015,4.613287081355833
2022,NE,1,165.0,1205.0,0,1,0.13692946058091288,1.0386650275828644,3.0,0.09375,0.90625,182.06876461377698,-61.059825282688735,785.2721146693459,-620.2721146693459,0.2101182468060469,0.16054816721839305,0.8528870989517324
2022,NO,1,410.0,2535.0,0,1,0.16173570019723865,0.7619114892906382,5.0,0.15625,0.84375,485.92535001439995,105.48221733003311,1449.1143505962257,-1039.1143505962257,0.2829314331414281,0.16365919606468235,0.9882469429540428
2022,NYG,0,0.0,3670.0,0,0,0.0,0.2660379374645508,12.0,0.375,0.625,0.0,-405.5788175316756,2051.4543463424698,-2051.4543463424698,0.0,0.1734802095456531,0.0
2022,NYJ,1,1800.0,3800.0,0,1,0.47368421052631576,-1.8439639976632016,32.0,0.999999,1.0000000000287557e-06,899999999.9870601,1325.4849651601874,2250.390659164793,-450.39065916479285,0.799861123076315,0.19238947881566495,2.4621107840318497
2022,PHI,0,0.0,1715.0,0,0,0.0,-0.0318828720357744,19.0,0.59375,0.40625,0.0,-334.41826455606827,1142.935479959933,-1142.935479959933,0.0,0.18164053138944766,0.0
2022,PIT,0,0.0,1400.0,0,0,0.0,0.1060914732013327,16.0,0.5,0.5,0.0,-257.792168817932,968.6099540231255,-968.6099540231255,0.0,0.17834660059563892,0.0
2022,SEA,0,0.0,2340.0,0,0,0.0,-0.2790962937184135,23.0,0.71875,0.28125,0.0,-439.36392170176697,1475.6044875961943,-1475.6044875961943,0.0,0.18555795578961853,0.0
2022,SF,0,0.0,504.0,0,0,0.0,-0.1991844183734407,22.0,0.6875,0.3125,0.0,-264.6675333212152,571.1216455056338,-571.1216455056338,0.0,0.18462943718867306,0.0
2022,TB,0,0.0,1046.0,0,0,0.0,0.549196172657238,7.0,0.21875,0.78125,0.0,-150.00961290649147,734.6034692606349,-734.6034692606349,0.0,0.1666346582467124,0.0
2022,TEN,1,550.0,1695.0,0,1,0.32448377581120946,0.2786285027575974,11.0,0.34375,0.65625,838.0939609996784,332.46604128388196,1079.0073030105177,-529.0073030105177,0.5097277826252478,0.17217888261799458,1.8845735950739488
2022,WAS,0,0.0,1538.0,0,0,0.0,-0.6133430932270701,27.0,0.84375,0.15625,0.0,-371.2999768334816,1110.5402925600379,-1110.5402925600379,0.0,0.1889331135327523,0.0
2023,ARI,1,230.0,2320.0,0,1,0.09913793103448276,-0.1863421613179266,20.0,0.625,0.375,613.3316977821393,-120.95379800817864,1224.087198395268,-994.0871983952679,0.18789511098680006,0.17438216279251922,0.5685095851944305
2023,ATL,0,0.0,2135.0,0,0,0.0,-1.1311081622396733,30.0,0.9375,0.0625,0.0,-329.2087812771645,1201.317691087848,-1201.317691087848,0.0,0.18282005715035363,0.0
2023,BAL,0,0.0,988.0,0,0,0.0,0.0097468549981832,14.0,0.4375,0.5625,0.0,-136.86464977470203,532.192482698221,-532.192482698221,0.0,0.16769262620670727,0.0
2023,BUF,0,0.0,1166.0,0,0,0.0,0.5108624213092726,8.0,0.25,0.75,0.0,-104.82102149157103,578.6139099832,-578.6139099832,0.0,0.15978298964256177,0.0
2023,CAR,0,0.0,3700.0,0,0,0.0,-0.4462707751015358,26.0,0.8125,0.1875,0.0,-518.1900167288788,1939.451566319558,-1939.451566319558,0.0,0.1798515993999977,0.0
2023,CHI,1,340.0,2010.0,0,1,0.1691542288557214,-1.3213578955733296,31.0,0.96875,0.03125,10879.651851140763,47.6875191558579,1146.9674494779103,-806.9674494779103,0.29643387016324224,0.18347744242278058,0.9219347437051433
2023,CIN,2,420.0,1080.0,1,0,0.3888888888888889,0.1527260327290977,12.0,0.375,0.625,671.9989248017202,300.7587846585142,563.6386940034213,-143.63869400342128,0.7451582094494219,0.16519164734958472,2.3541679929246526
2023,CLE,0,0.0,400.0,0,0,0.0,0.0014625230536707,16.0,0.5,0.5,0.0,-114.85143180686724,258.22653171150785,-258.22653171150785,0.0,0.17005803839957054,0.0
2023,DAL,0,0.0,1160.0,0,0,0.0,0.9632452553457312,3.0,0.09375,0.90625,0.0,-169.24739408675867,541.8369814622545,-541.8369814622545,0.0,0.15225960502232466,0.0
2023,DEN,1,175.0,706.0,0,1,0.24787535410764872,0.6388590496411295,7.0,0.21875,0.78125,223.999713280367,108.40789704908755,346.9277650736113,-171.92776507361128,0.5044277732076833,0.158346096050644,1.56540237044032
2023,DET,0,0.0,2660.0,0,0,0.0,-0.7638157250434924,29.0,0.90625,0.09375,0.0,-396.26519913741777,1451.2483679248126,-1451.2483679248126,0.0,0.18212878021186188,0.0
2023,GB,0,0.0,2030.0,0,0,0.0,0.1255321022461795,13.0,0.40625,0.59375,0.0,-217.01725674105833,1034.9108720661175,-1034.9108720661175,0.0,0.1664590826111784,0.0
2023,HOU,0,0.0,5084.0,0,0,0.0,0.0038085709612916,15.0,0.46875,0.53125,0.0,-521.3653354140931,2541.704783821482,-2541.704783821482,0.0,0.1688922781361713,0.0
2023,IND,1,460.0,2455.0,0,1,0.18737270875763748,-0.176291373351199,18.0,0.5625,0.4375,1051.4261681687585,127.29664036094982,1276.5583064873736,-816.5583064873736,0.36034390098933555,0.1722878839281745,1.0875559237569585
2023,JAX,0,0.0,1122.0,0,0,0.0,-0.2395713457055025,22.0,0.6875,0.3125,0.0,-267.64888930375065,651.861083687339,-651.861083687339,0.0,0.17634087499260467,0.0
2023,KC,0,0.0,1082.0,0,0,0.0,0.1782140586415699,11.0,0.34375,0.65625,0.0,-109.49547756940635,557.8479517810483,-557.8479517810483,0.0,0.1638903204219262,0.0
2023,LA,0,0.0,890.0,0,0,0.0,-0.1801471663038672,19.0,0.59375,0.40625,0.0,-207.26020138547307,518.1184980601395,-518.1184980601395,0.0,0.17335196919337928,0.0
2023,LAC,0,0.0,1325.0,0,0,0.0,0.3395305160050035,10.0,0.3125,0.6875,0.0,-124.106578921574,669.8944217829591,-669.8944217829591,0.0,0.16255510182820287,0.0
2023,LV,0,0.0,2290.0,0,0,0.0,-1.396023481236928,32.0,0.999999,1.0000000000287557e-06,0.0,-285.5790769222363,1290.6421819387162,-1290.6421819387162,0.0,0.18410091661959657,0.0
2023,MIA,1,390.0,572.6,0,1,0.6811037373384561,-0.2840223945621449,23.0,0.71875,0.28125,1386.6617363138266,162.7860947674488,390.0000003015259,-3.015259153471561e-07,0.9999999992268567,0.17726939359355015,3.8421959004390573
2023,MIN,2,131.0,891.0,1,0,0.14702581369248036,-0.5923018923821994,27.0,0.84375,0.15625,838.3946342743407,-129.1951476263356,572.7566043362712,-441.75660433627115,0.2287184451618974,0.18064455133668392,0.813895645368538
2023,NE,2,1160.0,1600.0,1,0,0.725,0.8878670244502089,5.0,0.15625,0.84375,1374.813185406595,992.5608183432092,770.5127490089999,389.4872509910001,1.5054909882957053,0.15537063386861397,4.666261454613628
2023,NO,0,0.0,1375.0,0,0,0.0,0.9771400387901528,2.0,0.0625,0.9375,0.0,-218.482255394357,640.1928209982734,-640.1928209982734,0.0,0.1506532531000828,0.0
2023,NYG,1,740.0,1295.0,0,1,0.5714285714285714,-0.3663763867017669,24.0,0.75,0.25,2959.98816004736,441.2911971733438,749.9869107200441,-9.98691072004408,0.9866838866421603,0.17816402052843083,3.207317446775875
2023,NYJ,0,0.0,1574.0,0,0,0.0,0.8746766810128451,6.0,0.1875,0.8125,0.0,-152.550113332297,764.5686651177512,-764.5686651177512,0.0,0.1568753107926614,0.0
2023,PHI,0,0.0,2235.0,0,0,0.0,1.3652885522107472,1.0,0.03125,0.96875,0.0,-332.5529475067914,1053.9221123378727,-1053.9221123378727,0.0,0.1490130095117761,0.0
2023,PIT,1,590.0,2100.0,0,1,0.28095238095238095,-0.1869453102646776,21.0,0.65625,0.34375,1716.3586433203104,245.58239221562002,1123.2866034189112,-533.2866034189112,0.525244401744164,0.17537846472559437,1.6019776509731263
2023,SEA,1,1700.0,3080.0,0,1,0.551948051948052,-0.3721775456977302,25.0,0.78125,0.21875,7771.393045060366,1237.18276179926,1629.5332473191586,70.46675268084141,1.043243519453666,0.1790247557972467,3.0830822781468115
2023,SF,1,155.0,355.0,0,1,0.43661971830985913,0.956678543514086,4.0,0.125,0.875,177.14265469410893,81.9815050187808,154.99999996637132,3.362868028489174e-08,1.0000000002169591,0.15383206527850174,2.838288087203347
2023,TB,0,0.0,1475.0,0,0,0.0,-0.1640578472676431,17.0,0.53125,0.46875,0.0,-228.0981969763592,790.61759578265,-790.61759578265,0.0,0.17118990699690495,0.0
2023,TEN,0,0.0,2015.0,0,0,0.0,-0.6452016587584329,28.0,0.875,0.125,0.0,-352.3378880418641,1129.1062717227242,-1129.1062717227242,0.0,0.1814036116073053,0.0
2023,WAS,2,1430.0,1542.0,1,0,0.9273670557717251,0.4663728965988866,9.0,0.28125,0.71875,1989.5624493044184,1290.5560469042941,769.228163495113,660.771836504887,1.8590062973026922,0.16118599156841473,5.753397343950376
2024,ARI,1,470.0,2950.0,0,1,0.15932203389830507,-1.0901769147791147,31.0,0.96875,0.03125,15039.518735400467,141.9774389077022,1526.336509681908,-1056.336509681908,0.3079268542806128,0.15640724487796787,1.0186358951761563
2024,ATL,0,0.0,2170.0,0,0,0.0,-0.1532046827320934,17.0,0.53125,0.46875,0.0,-241.71253384785751,1050.193639410094,-1050.193639410094,0.0,0.14411970945209224,0.0
2024,BAL,1,620.0,1032.0,0,1,0.6007751937984496,1.3904221493981277,2.0,0.0625,0.9375,661.3326279118636,481.51721028504505,392.2376352115829,227.76236478841707,1.58067442882057,0.12358305555527009,4.861307167872741
2024,BUF,0,0.0,1000.0,0,0,0.0,0.7522845944601747,7.0,0.21875,0.78125,0.0,-44.04157005082019,410.43442238596083,-410.43442238596083,0.0,0.1312758985058313,0.0
