Rnd,Pick,Tm,Player,Pos,Age
1,1,CAR,Cam Newton,QB,22
1,2,DEN,Von Miller,LB,22
1,3,BUF,Marcell Dareus,DT,21
1,4,CIN,A.J. Green,WR,23
1,5,ARI,Patrick Peterson,DB,21
1,6,ATL,Julio Jones,WR,22
1,7,SFO,Aldon Smith,DE,21
1,8,TEN,Jake Locker,QB,23
1,9,DAL,Tyron Smith,T,20
1,10,JAX,Blaine Gabbert,QB,21
1,11,HOU,J.J. Watt,DE,22
1,12,MIN,Christian Ponder,QB,23
1,13,DET,Nick Fairley,DT,23
1,14,STL,Robert Quinn,DE,21
1,15,MIA,Mike Pouncey,G,22
1,16,WAS,Ryan Kerrigan,DE,23
1,17,NWE,Nate Solder,T,23
1,18,SDG,Corey Liuget,DT,21
1,19,NYG,Prince Amukamara,DB,22
1,20,TAM,Adrian Clayborn,DE,23
1,21,CLE,Phil Taylor,DT,23
1,22,IND,Anthony Castonzo,T,23
1,23,PHI,Danny Watkins,G,26
1,24,NOR,Cameron Jordan,DE,22
1,25,SEA,James Carpenter,T,22
1,26,KAN,Jonathan Baldwin,WR,22
1,27,BAL,Jimmy Smith,DB,23
1,28,NOR,Mark Ingram,RB,21
1,29,CHI,Gabe Carimi,T,23
1,30,NYJ,Muhammad Wilkerson,DT,21
1,31,PIT,Cameron Heyward,DE,22
1,32,GNB,Derek Sherrod,T,22
2,33,NWE,Ras-I Dowling,DB,23
2,34,BUF,Aaron Williams,DB,21
2,35,CIN,Andy Dalton,QB,23
2,36,SFO,Colin Kaepernick,QB,23
2,37,CLE,Jabaal Sheard,DE,22
2,38,ARI,Ryan Williams,RB,21
2,39,TEN,Akeem Ayers,LB,22
2,40,DAL,Bruce Carter,LB,23
2,41,WAS,Jarvis Jenkins,DT,23
2,42,HOU,Brooks Reed,LB,24
2,43,MIN,Kyle Rudolph,TE,21
2,44,DET,Titus Young,WR,22
2,45,DEN,Rahim Moore,DB,21
2,46,DEN,Orlando Franklin,T,23
2,47,STL,Lance Kendricks,TE,23
2,48,OAK,Stefen Wisniewski,C,22
2,49,IND,Ben Ijalana,T,22
2,50,SDG,Marcus Gilchrist,DB,22
2,51,TAM,Da'Quan Bowers,DE,21
2,52,NYG,Marvin Austin,DT,22
2,53,CHI,Stephen Paea,DT,23
2,54,PHI,Jaiquawn Jarrett,DB,21
2,55,KAN,Rodney Hudson,C,22
2,56,NWE,Shane Vereen,RB,22
2,57,DET,Mikel Leshoure,RB,21
2,58,BAL,Torrey Smith,WR,22
2,59,CLE,Greg Little,WR,22
2,60,HOU,Brandon Harris,DB,21
2,61,SDG,Jonas Mouton,LB,23
2,62,MIA,Daniel Thomas,RB,23
2,63,PIT,Marcus Gilbert,T,23
2,64,GNB,Randall Cobb,WR,21
3,65,CAR,Terrell McClain,DT,23
3,66,CIN,Dontay Moch,LB,23
