Rnd,Pick,Tm,Player,Pos,Age
1,1,ARI,Kyler Murray,QB,22
1,2,SFO,Nick Bosa,DE,21
1,3,NYJ,Quinnen Williams,DT,21
1,4,OAK,Clelin Ferrell,DE,22
1,5,TAM,Devin White,LB,21
1,6,NYG,Daniel Jones,QB,22
1,7,JAX,Josh Allen,LB,22
1,8,DET,T.J. Hockenson,TE,22
1,9,BUF,Ed Oliver,DT,21
1,10,PIT,Devin Bush Jr.,LB,21
1,11,CIN,Jonah Williams,G,21
1,12,GNB,Rashan Gary,LB,21
1,13,MIA,Christian Wilkins,DT,23
1,14,ATL,Chris Lindstrom,G,22
1,15,WAS,Dwayne Haskins,QB,22
1,16,CAR,Brian Burns,DE,21
1,17,NYG,Dexter Lawrence,DT,21
1,18,MIN,Garrett Bradbury,C,24
1,19,TEN,Jeffery Simmons,DT,22
1,20,DEN,Noah Fant,TE,21
1,21,GNB,Darnell Savage Jr.,S,22
1,22,PHI,Andre Dillard,T,23
1,23,HOU,Tytus Howard,T,23
1,24,OAK,Josh Jacobs,RB,21
1,25,BAL,Marquise Brown,WR,22
1,26,WAS,Montez Sweat,DE,23
1,27,OAK,Johnathan Abram,S,22
1,28,LAC,Jerry Tillery,DT,22
1,29,SEA,L.J. Collier,DE,23
1,30,NYG,Deandre Baker,CB,22
1,31,ATL,Kaleb McGary,T,24
1,32,NWE,N'Keal Harry,WR,21
2,33,ARI,Byron Murphy,CB,21
2,34,IND,Rock Ya-Sin,CB,23
2,35,JAX,Jawaan Taylor,T,21
2,36,SFO,Deebo Samuel,WR,23
2,37,CAR,Greg Little,T,21
2,38,BUF,Cody Ford,T,22
2,39,TAM,Sean Murphy-Bunting,CB,22
2,40,OAK,Trayvon Mullen,CB,21
2,41,DEN,Dalton Risner,T,24
2,42,DEN,Drew Lock,QB,22
2,43,DET,Jahlani Tavai,LB,22
2,44,GNB,Elgton Jenkins,C,23
2,45,NWE,Joejuan Williams,CB,21
2,46,CLE,Greedy Williams,CB,21
2,47,SEA,Marquise Blair,S,22
2,48,NOR,Erik McCoy,C,22
2,49,IND,Ben Banogu,LB,23
2,50,MIN,Irv Smith Jr.,TE,21
2,51,TEN,A.J. Brown,WR,22
2,52,CIN,Drew Sample,TE,23
2,53,PHI,Miles Sanders,RB,22
2,54,HOU,Lonnie Johnson Jr.,CB,23
2,55,HOU,Max Scharping,T,23
2,56,KAN,Mecole Hardman,WR,21
2,57,PHI,JJ Arcega-Whiteside,WR,22
2,58,DAL,Trysten Hill,DT,21
2,59,IND,Parris Campbell,WR,22
2,60,LAC,Nasir Adderley,S,22
2,61,LAR,Taylor Rapp,S,21
2,62,ARI,Andy Isabella,WR,22
2,63,KAN,Juan Thornhill,S,23
2,64,SEA,D.K. Metcalf,WR,21
3,65,ARI,Zach Allen,DE,22
3,66,PIT,Diontae Johnson,WR,23
3,67,SFO,Jalen Hurd,WR,23
3,68,NYJ,Jachai Polite,LB,22
3,69,JAX,Josh Oliver,TE,22
3,70,LAR,Darrell Henderson,RB,22
3,71,DEN,Dre'Mont Jones,DT,22
3,72,CIN,Germaine Pratt,LB,23
3,73,CHI,David Montgomery,RB,22
3,74,BUF,Devin Singletary,RB,22
3,75,GNB,Jace Sternberger,TE,23
3,76,WAS,Terry McLaurin,WR,23
3,77,NWE,Chase Winovich,DE,24
3,78,MIA,Michael Deiter,G,23
3,79,LAR,David Long,CB,21
3,80,CLE,Sione Takitaki,LB,24
3,81,DET,Will Harris,S,23
3,82,TEN,Nate Davis,G,22
3,83,PIT,Justin Layne,CB,21
3,84,KAN,Khalen Saunders,DT,23
3,85,BAL,Jaylon Ferguson,DE,23
3,86,HOU,Kahale Warring,TE,22
3,87,NWE,Damien Harris,RB,22
3,88,SEA,Cody Barton,LB,22
3,89,IND,Bobby Okereke,LB,23
3,90,DAL,Connor McGovern,G,21
3,91,LAC,Trey Pipkins,T,23
3,92,NYJ,Chuma Edoga,T,22
3,93,BAL,Miles Boykin,WR,22
3,94,TAM,Jamel Dean,CB,22
3,95,NYG,Oshane Ximines,DE,22
3,96,BUF,Dawson Knox,TE,22
3,97,LAR,Bobby Evans,T,22
3,98,JAX,Quincy Williams,S,23
