Rnd,Pick,Tm,Player,Pos,Age
1,1,JAX,Travon Walker,DE,21
1,2,DET,Aidan Hutchinson,DE,22
1,3,HOU,Derek Stingley Jr.,CB,21
1,4,NYJ,Sauce Gardner,CB,22
1,5,NYG,Kayvon Thibodeaux,DE,21
1,6,CAR,Ikem Ekwonu,T,21
1,7,NYG,Evan Neal,OL,21
1,8,ATL,Drake London,WR,21
1,9,SEA,Charles Cross,OL,21
1,10,NYJ,Garrett Wilson,WR,22
1,11,NOR,Chris Olave,WR,22
1,12,DET,Jameson Williams,WR,21
1,13,PHI,Jordan Davis,DT,22
1,14,BAL,Kyle Hamilton,SAF,21
1,15,HOU,Kenyon Green,OL,21
1,16,WAS,Jahan Dotson,WR,22
1,17,LAC,Zion Johnson,G,22
1,18,TEN,Treylon Burks,WR,22
1,19,NOR,Trevor Penning,T,23
1,20,PIT,Kenny Pickett,QB,24
1,21,KAN,Trent McDuffie,CB,21
1,22,GNB,Quay Walker,LB,22
1,23,BUF,Kaiir Elam,CB,21
1,24,DAL,Tyler Smith,OL,21
1,25,BAL,Tyler Linderbaum,OL,22
1,26,NYJ,Jermaine Johnson II,LB,23
1,27,JAX,Devin Lloyd,LB,23
1,28,GNB,Devonte Wyatt,DT,24
1,29,NWE,Cole Strange,OL,24
1,30,KAN,George Karlaftis III,DE,21
1,31,CIN,Daxton Hill,DB,21
1,32,MIN,Lewis Cine,DB,22
2,33,TAM,Logan Hall,DE,22
2,34,GNB,Christian Watson,WR,23
2,35,TEN,Roger McCreary,CB,22
2,36,NYJ,Breece Hall,RB,21
2,37,HOU,Jalen Pitre,SAF,23
2,38,ATL,Arnold Ebiketie,DE,23
2,39,CHI,Kyler Gordon,CB,22
2,40,SEA,Boye Mafe,DE,23
2,41,SEA,Kenneth Walker III,RB,21
2,42,MIN,Andrew Booth,CB,21
2,43,NYG,Wan'Dale Robinson,WR,21
2,44,HOU,John Metchie,WR,22
2,45,BAL,David Ojabo,LB,22
2,46,DET,Josh Paschal,DE,22
2,47,WAS,Phidarian Mathis,DT,24
2,48,CHI,Jaquan Brisker,SAF,23
2,49,NOR,Alontae Taylor,DB,23
2,50,NWE,Tyquan Thornton,WR,22
2,51,PHI,Cam Jurgens,OL,23
2,52,PIT,George Pickens,WR,21
2,53,IND,Alec Pierce,WR,22
2,54,KAN,Skyy Moore,WR,21
2,55,ARI,Trey McBride,TE,22
2,56,DAL,Sam Williams,DE,23
2,57,TAM,Luke Goedeke,OL,23
2,58,ATL,Troy Andersen,LB,23
2,59,MIN,Ed Ingram,G,23
2,60,CIN,Cam Taylor-Britt,CB,22
2,61,SFO,Drake Jackson,OLB,21
2,62,KAN,Bryan Cook,SAF,23
2,63,BUF,James Cook,RB,22
2,64,DEN,Nik Bonitto,OLB,22
3,65,JAX,Luke Fortner,G,24
3,66,MIN,Brian Asamoah,LB,22
3,67,NYG,Joshua Ezeudu,OL,22
3,68,CLE,Martin Emerson,CB,21
3,69,TEN,Nicholas Petit-Frere,T,22
3,70,JAX,Chad Muma,LB,23
3,71,CHI,Velus Jones Jr.,WR,25
3,72,SEA,Abraham Lucas,OL,23
3,73,IND,Jelani Woods,TE,23
3,74,ATL,Desmond Ridder,QB,23
3,75,HOU,Christian Harris,LB,21
3,76,BAL,Travis Jones,DT,22
3,77,IND,Bernhard Raimann,OL,24
3,78,CLE,Alex Wright,DE,22
3,79,LAC,JT Woods,SAF,22
3,80,DEN,Greg Dulcich,TE,22
3,81,NYG,Cordale Flott,CB,21
3,82,ATL,DeAngelo Malone,DE,23
3,83,PHI,Nakobe Dean,LB,21
3,84,PIT,DeMarvin Leal,DT,22
3,85,NWE,Marcus Jones,CB,23
3,86,TEN,Malik Willis,QB,23
3,87,ARI,Cameron Thomas,DE,22
3,88,DAL,Jalen Tolbert,WR,23
3,89,BUF,Terrel Bernard,LB,23
3,90,LVR,Dylan Parham,OL,23
3,91,TAM,Rachaad White,RB,23
3,92,GNB,Sean Rhyan,OL,23
3,93,SFO,Tyrion Davis-Price,RB,21
3,94,CAR,Matt Corral,QB,23
3,95,CIN,Zachary Carter,DE,23
3,96,IND,Nick Cross,DB,20
3,97,DET,Kerby Joseph,DB,21
3,98,WAS,Brian Robinson Jr.,RB,23
3,99,CLE,David Bell,WR,21
3,100,ARI,Myjai Sanders,DE,24
3,101,NYJ,Jeremy Ruckert,TE,22
3,102,MIA,Channing Tindall,LB,22
3,103,KAN,Leo Chenal,LB,21
3,104,LAR,Logan Bruss,OL,22
3,105,SFO,Danny Gray,WR,23
4,106,TAM,Cade Otton,TE,23
4,107,HOU,Dameon Pierce,RB,22
4,108,CLE,Perrion Winfrey,DT,22
4,109,SEA,Coby Bryant,CB,23
4,110,BAL,Daniel Faalele,T,22
4,111,NYJ,Max Mitchell,T,22
4,112,NYG,Daniel Bellinger,TE,21
4,113,WAS,Percy Butler,SAF,22
4,114,NYG,Dane Belton,DB,21
4,115,DEN,Damarri Mathis,DB,23
4,116,DEN,Eyioma Uwazurike,DE,24
4,117,NYJ,Micheal Clemons,DT,25
4,118,MIN,Akayleb Evans,DB,23
4,119,BAL,Jalyn Armour-Davis,DB,23
4,120,CAR,Brandon Smith,LB,21
4,121,NWE,Jack Jones,DB,24
4,122,LVR,Zamir White,RB,22
4,123,LAC,Isaiah Spiller,RB,21
4,124,CLE,Cade York,K,21
4,125,MIA,Erik Ezukanma,WR,22
4,126,LVR,Neil Farrell,DT,23
4,127,NWE,Pierre Strong,RB,23
4,128,BAL,Charlie Kolar,TE,23
4,129,DAL,Jake Ferguson,TE,23
4,130,BAL,Jordan Stout,P,24
4,131,TEN,Hassan Haskins,RB,22
4,132,GNB,Romeo Doubs,WR,22
4,133,TAM,Jake Camarda,P,23
4,134,SFO,Spencer Burford,OL,23
4,135,KAN,Joshua Williams,CB,22
4,136,CIN,Cordell Volson,T,24
4,137,NWE,Bailey Zappe,QB,23
4,138,PIT,Calvin Austin,WR,23
4,139,BAL,Isaiah Likely,TE,22
4,140,GNB,Zach Tom,OL,23
4,141,BAL,Damarion Williams,CB,24
4,142,LAR,Cobie Durant,DB,24
4,143,TEN,Chigoziem Okonkwo,TE,22
5,144,WAS,Sam Howell,QB,21
5,145,KAN,Darian Kinnard,T,22
5,146,NYG,Micah McFadden,LB,22
5,147,NYG,D.J. Davidson,DT,24
5,148,BUF,Khalil Shakir,WR,22
5,149,WAS,Cole Turner,TE,22
5,150,HOU,Thomas Booker,DE,22
5,151,ATL,Tyler Allgeier,RB,22
5,152,DEN,Delarrin Turner-Yell,SAF,22
5,153,SEA,Tariq Woolen,CB,23
5,154,JAX,Snoop Conner,RB,22
5,155,DAL,Matt Waletzko,OL,22
5,156,CLE,Jerome Ford,RB,22
5,157,TAM,Zyon McCollum,DB,23
5,158,SEA,Tyreke Smith,DE,22
5,159,IND,Eric Johnson,DT,24
5,160,LAC,Otito Ogbonnia,DT,20
5,161,NOR,D'Marco Jackson,LB,24
5,162,DEN,Montrell Washington,WR,23
5,163,TEN,Kyle Philips,WR,23
5,164,LAR,Kyren Williams,RB,22
5,165,MIN,Esezi Otomewo,DT,23
5,166,CIN,Tycen Anderson,SAF,23
5,167,DAL,DaRon Bland,DB,23
5,168,CHI,Braxton Jones,OL,23
5,169,MIN,Ty Chandler,RB,24
5,170,HOU,Teagan Quitoriano,TE,22
5,171,DEN,Luke Wattenberg,OL,24
5,172,SFO,Samuel Womack,CB,23
5,173,NYG,Marcus McKethan,OL,23
5,174,CHI,Dominique Robinson,DE,24
5,175,LVR,Matthew Butler,DT,23
5,176,DAL,Damone Clark,LB,22
5,177,DET,James Mitchell,TE,23
5,178,DAL,John Ridgeway,DT,23
5,179,GNB,Kingsley Enagbare,DE,22
6,180,BUF,Matt Araiza,P,22
6,181,PHI,Kyron Johnson,DE,24
6,182,NYG,Darrian Beavers,LB,23
6,183,NWE,Kevin Harris,RB,21
6,184,MIN,Vederian Lowe,OL,23
6,185,BUF,Christian Benford,DB,21
6,186,CHI,Zachary Thomas,OL,24
6,187,SFO,Nick Zakelj,OL,23
6,188,DET,Malcolm Rodriguez,LB,23
6,189,CAR,Amare Barno,DE,23
6,190,ATL,Justin Shaffer,OL,24
6,191,MIN,Jalen Nailor,WR,23
6,192,IND,Andrew Ogletree,TE,24
6,193,DAL,Devin Harper,LB,24
6,194,NOR,Jordan Jackson,DT,24
6,195,LAC,Jamaree Salyer,OL,22
6,196,BAL,Tyler Badie,RB,22
6,197,JAX,Gregory Junior,CB,23
6,198,PHI,Grant Calcaterra,TE,23
6,199,CAR,Cade Mays,OL,23
6,200,NWE,Sam Roberts,DE,24
6,201,ARI,Keaontay Ingram,RB,22
6,202,CLE,Michael Woods II,WR,22
6,203,CHI,Trestan Ebner,RB,23
6,204,TEN,Theo Jackson,DB,23
6,205,HOU,Austin Deculus,T,23
6,206,DEN,Matt Henningsen,DE,23
6,207,CHI,Doug Kramer,OL,24
6,208,PIT,Connor Heyward,TE,23
6,209,BUF,Luke Tenuta,OL,23
6,210,NWE,Chasen Hines,G,22
6,211,LAR,Quentin Lake,DB,23
6,212,LAR,Derion Kendrick,DB,22
6,213,ATL,John FitzPatrick,TE,22
6,214,LAC,Ja'Sir Taylor,DB,23
6,215,ARI,Lecitus Smith,OL,24
6,216,IND,Curtis Brooks,DT,24
6,217,DET,James Houston,LB,23
6,218,TAM,Ko Kieft,TE,24
6,219,TEN,Chance Campbell,LB,22
6,220,SFO,Kalia Davis,DT,23
6,221,SFO,Tariq Castro-Fields,CB,23
7,222,JAX,Montaric Brown,DB,23
7,223,CLE,Isaiah Thomas,DE,23
7,224,MIA,Cameron Goode,OLB,24
7,225,PIT,Mark Robinson,LB,23
7,226,CHI,Ja'Tyre Carter,OL,23
7,227,MIN,Nick Muse,TE,23
7,228,GNB,Tariq Carpenter,DB,23
7,229,SEA,Bo Melton,WR,23
7,230,WAS,Chris Paul,OL,23
7,231,BUF,Baylon Spector,LB,23
7,232,DEN,Faion Hicks,CB,24
7,233,SEA,Dareke Young,WR,23
7,234,GNB,Jonathan Ford,DT,23
7,235,LAR,Daniel Hardy,LB,23
7,236,LAC,Deane Leonard,DB,22
7,237,DET,Chase Lucas,DB,25
7,238,LVR,Thayer Munford,OL,22
