Rnd,Pick,Tm,Player,Pos,Age
7,239,IND,Rodney Thomas II,LB,24
7,240,WAS,Christian Holmes,CB,24
7,241,PIT,Chris Oladokun,QB,25
7,242,CAR,Kalon Barnes,CB,23
7,243,KAN,Jaylen Watson,DB,23
7,244,ARI,Christian Matthew,DB,25
7,245,NWE,Andrew Stueber,OL,23
7,246,CLE,Dawson Deaton,OL,23
7,247,MIA,Skylar Thompson,QB,25
7,248,TAM,Andre Anthony,DE,25
7,249,GNB,Rasheed Walker,OL,22
7,250,LVR,Brittain Brown,RB,24
7,251,KAN,Isiah Pacheco,RB,23
7,252,CIN,Jeff Gunter,OLB,23
7,253,LAR,Russ Yeast,DB,23
7,254,CHI,Elijah Hicks,SAF,22
7,255,CHI,Trenton Gill,P,23
7,256,ARI,Jesse Luketa,LB,23
7,257,ARI,Marquis Hayes,OL,23
7,258,GNB,Samori Toure,WR,24
7,259,KAN,Nazeeh Johnson,SAF,24
7,260,LAC,Zander Horvath,RB,23
7,261,LAR,AJ Arcuri,OT,25
7,262,SFO,Brock Purdy,QB,22
