Rnd,Pick,Tm,Player,Pos,Age
3,89,HOU,Nico Collins,WR,22
3,90,MIN,Patrick Jones II,DL,22
3,91,CLE,Anthony Schwartz,WR,21
3,92,TEN,Monty Rice,LB,22
3,93,BUF,Spencer Brown,OL,23
3,94,BAL,Ben Cleveland,OL,23
3,95,TAM,Robert Hainsey,OL,23
3,96,NWE,Ronnie Perkins,DE,21
3,97,LAC,Tre' McKitty,TE,22
3,98,DEN,Quinn Meinerz,C,22
3,99,DAL,Nahshon Wright,DB,22
3,100,TEN,Elijah Molden,DB,22
3,101,DET,Ifeatu Melifonwu,DB,22
3,102,SFO,Ambry Thomas,DB,21
3,103,LAR,Ernest Jones,LB,21
3,104,BAL,Brandon Stephens,CB,23
3,105,DEN,Baron Browning,LB,22
4,106,JAX,Jay Tufele,DL,22
4,107,NYJ,Michael Carter,RB,22
4,108,ATL,Darren Hall,CB,21
4,109,TEN,Dez Fitzpatrick,WR,23
4,110,CLE,James Hudson,OL,22
4,111,CIN,Cameron Sample,DE,21
4,112,DET,Amon-Ra St. Brown,WR,21
4,113,DET,Derrick Barnes,DE,22
4,114,ATL,Drew Dalman,C,22
4,115,DAL,Jabril Cox,LB,23
4,116,NYG,Elerson Smith,DL,23
4,117,LAR,Bobby Brown,DL,21
4,118,LAC,Chris Rumph,DE,22
4,119,MIN,Kene Nwangwu,RB,23
4,120,NWE,Rhamondre Stevenson,RB,23
4,121,JAX,Jordan Smith,OLB,23
4,122,CIN,Tyler Shelvin,DT,23
4,123,PHI,Zech McPhearson,DB,23
4,124,WAS,John Bates,TE,23
4,125,MIN,Camryn Bynum,CB,23
4,126,CAR,Chuba Hubbard,RB,22
4,127,IND,Kylen Granson,TE,23
4,128,PIT,Dan Moore,OL,22
4,129,TAM,Jaelon Darden,WR,22
4,130,LAR,Robert Rochell,DB,23
4,131,BAL,Tylan Wallace,WR,22
4,132,CLE,Tommy Togiai,DT,21
4,133,NOR,Ian Book,QB,23
4,134,MIN,Janarius Robinson,DE,22
4,135,TEN,Rashad Weaver,DL,23
4,136,ARI,Marco Wilson,CB,22
4,137,SEA,Tre Brown,CB,23
4,138,DAL,Josh Ball,OL,23
4,139,CIN,D'Ante Smith,T,23
4,140,PIT,Buddy Johnson,LB,22
4,141,LAR,Jacob Harris,WR,24
4,142,GNB,Royce Newman,G,24
4,143,LVR,Tyree Gillespie,S,23
4,144,KAN,Joshua Kaindoh,DE,22
5,145,JAX,Luke Farrell,TE,23
5,146,NYJ,Jamien Sherwood,DB,21
5,147,HOU,Brevin Jordan,TE,21
5,148,ATL,Ta'Quon Graham,DL,22
5,149,CIN,Evan McPherson,K,22
5,150,PHI,Kenneth Gainwell,RB,22
5,151,CHI,Larry Borom,OL,22
5,152,DEN,Caden Sterns,DB,21
5,153,CLE,Tony Fields,LB,22
5,154,NYJ,Michael Carter,S,22
5,155,SFO,Jaylon Moore,T,23
5,156,PIT,Isaiahh Loudermilk,DE,23
5,157,MIN,Ihmir Smith-Marsette,WR,22
5,158,CAR,Daviyon Nixon,DT,22
5,159,LAC,Brenden Jaimes,OL,22
5,160,BAL,Shaun Wade,CB,22
5,161,BUF,Tommy Doyle,OL,23
5,162,KAN,Noah Gray,TE,22
5,163,WAS,Darrick Forrest,S,22
5,164,DEN,Jamar Johnson,DB,21
5,165,IND,Shawn Davis,DB,22
5,166,CAR,Keith Taylor,DB,22
5,167,LVR,Nate Hobbs,CB,22
5,168,MIN,Zach Davidson,TE,23
5,169,CLE,Richard LeCounte,DB,22
5,170,HOU,Garret Wallow,LB,22
5,171,BAL,Daelin Hayes,DL,23
5,172,SFO,Deommodore Lenoir,CB,21
5,173,GNB,Tedarrell Slaton,DL,23
5,174,LAR,Earnest Brown IV,DE,22
5,175,NYJ,Jason Pinnock,CB,22
5,176,TAM,K.J. Britt,LB,22
5,177,NWE,Cameron McGrone,LB,21
5,178,GNB,Shemar Jean-Charles,DB,23
5,179,DAL,Simi Fehoko,WR,23
5,180,SFO,Talanoa Hufanga,S,22
5,181,KAN,Cornell Powell,WR,23
5,182,ATL,Adetokunbo Ogundeji,DL,22
5,183,ATL,Avery Williams,CB,23
5,184,BAL,Ben Mason,FB,22
6,185,LAC,Nick Niemann,LB,23
6,186,NYJ,Hamsah Nasirildeen,DB,22
6,187,ATL,Frank Darby,WR,23
6,188,NWE,Joshuah Bledsoe,S,22
6,189,PHI,Marlon Tuipulotu,DL,22
6,190,CIN,Trey Hill,OL,21
6,191,PHI,Tarron Jackson,DE,23
6,192,DAL,Quinton Bohanna,DT,22
6,193,CAR,Deonte Brown,OL,23
6,194,SFO,Elijah Mitchell,RB,23
6,195,HOU,Roy Lopez,DL,24
6,196,NYG,Gary Brightwell,RB,22
6,197,NWE,William Sherman,OL,22
6,198,LAC,Larry Rountree,RB,22
6,199,MIN,Jaylen Twyman,DL,22
6,200,NYJ,Brandin Echols,CB,23
6,201,NYG,Rodarius Williams,CB,24
6,202,CIN,Chris Evans,RB,23
6,203,BUF,Marquez Stevenson,WR,23
6,204,CAR,Shi Smith,WR,22
6,205,TEN,Racey McMath,WR,22
6,206,NOR,Landon Young,T,24
6,207,NYJ,Jonathan Marshall,DL,23
6,208,SEA,Stone Forsythe,OL,23
6,209,JAX,Jalen Camp,WR,23
6,210,ARI,Victor Dimukeje,DE,21
6,211,CLE,Demetric Felton,RB,23
6,212,BUF,Damar Hamlin,DB,23
6,213,BUF,Rachad Wildgoose,CB,21
6,214,GNB,Cole Van Lanen,OL,23
6,215,TEN,Brady Breeze,S,23
6,216,PIT,Quincy Roche,DL,23
6,217,CHI,Khalil Herbert,RB,23
6,218,IND,Sam Ehlinger,QB,22
6,219,DEN,Seth Williams,WR,21
6,220,GNB,Isaiah McDuffie,LB,22
6,221,CHI,Dazz Newsome,WR,22
6,222,CAR,Thomas Fletcher,LS,22
6,223,ARI,Tay Gowan,DB,23
6,224,PHI,JaCoby Stevens,S,23
6,225,WAS,Camaron Cheeseman,LS,23
6,226,KAN,Trey Smith,OL,22
6,227,DAL,Israel Mukuamu,DB,21
6,228,CHI,Thomas Graham,CB,22
7,229,IND,Mike Strachan,WR,24
7,230,LVR,Jimmy Morrissey,OL,23
7,231,MIA,Larnel Coleman,T,23
7,232,CAR,Phil Hoskins,DT,24
7,233,LAR,Jake Funk,RB,23
7,234,PHI,Patrick Johnson,DE,23
7,235,CIN,Wyatt Hubert,DE,23
7,236,BUF,Jack Anderson,OL,22
7,237,DEN,Kary Vincent Jr.,CB,22
7,238,DAL,Matt Farniok,G,23
7,239,DEN,Jonathon Cooper,DE,23
7,240,WAS,William Bradley-King,OLB,23
7,241,LAC,Mark Webb,DB,22
7,242,NWE,Tre Nixon,WR,23
7,243,ARI,James Wiggins,S,24
7,244,MIA,Gerrid Doaks,RB,23
7,245,PIT,Tre Norwood,DB,22
7,246,WAS,Shaka Toney,DE,23
7,247,ARI,Michal Menet,OL,24
7,248,IND,Will Fries,OL,23
7,249,LAR,Ben Skowronek,WR,24
7,250,CHI,Khyiris Tonga,DL,25
7,251,TAM,Chris Wilcox,DB,23
7,252,LAR,Chris Garrett,DE,23
7,253,DEN,Marquiss Spencer,DE,24
7,254,PIT,Pressley Harvin III,P,22
7,255,NOR,Kawaan Baker,WR,23
7,256,GNB,Kylin Hill,RB,23
7,257,DET,Jermar Jefferson,RB,21
7,258,WAS,Dax Milne,WR,22
7,259,TAM,Grant Stuard,LB,22
