Rnd,Pick,Tm,Player,Pos,Age
1,1,LAR,Jared Goff,QB,21
1,2,PHI,Carson Wentz,QB,23
1,3,SDG,Joey Bosa,DE,21
1,4,DAL,Ezekiel Elliott,RB,21
1,5,JAX,Jalen Ramsey,CB,21
1,6,BAL,Ronnie Stanley,T,22
1,7,SFO,DeForest Buckner,DE,22
1,8,TEN,Jack Conklin,T,22
1,9,CHI,Leonard Floyd,OLB,23
1,10,NYG,Eli Apple,CB,21
1,11,TAM,Vernon Hargreaves III,CB,21
1,12,NOR,Sheldon Rankins,DT,22
1,13,MIA,Laremy Tunsil,T,22
1,14,OAK,Karl Joseph,S,22
1,15,CLE,Corey Coleman,WR,22
1,16,DET,Taylor Decker,T,23
1,17,ATL,Keanu Neal,S,21
1,18,IND,Ryan Kelly,C,23
1,19,BUF,Shaq Lawson,DE,22
1,20,NYJ,Darron Lee,OLB,21
1,21,HOU,Will Fuller,WR,22
1,22,WAS,Josh Doctson,WR,23
1,23,MIN,Laquon Treadwell,WR,21
1,24,CIN,William Jackson III,CB,23
1,25,PIT,Artie Burns,CB,21
1,26,DEN,Paxton Lynch,QB,22
1,27,GNB,Kenny Clark,DT,20
1,28,SFO,Joshua Garnett,G,22
1,29,ARI,Robert Nkemdiche,DT,21
1,30,CAR,Vernon Butler,DT,22
1,31,SEA,Germain Ifedi,G,22
2,32,CLE,Emmanuel Ogbah,DE,22
2,33,TEN,Kevin Dodd,DE,24
2,34,DAL,Jaylon Smith,OLB,21
2,35,SDG,Hunter Henry,TE,21
2,36,JAX,Myles Jack,OLB,21
2,37,KAN,Chris Jones,DT,22
2,38,MIA,Xavien Howard,CB,23
2,39,TAM,Noah Spence,DE,22
2,40,NYG,Sterling Shepard,WR,23
2,41,BUF,Reggie Ragland,ILB,22
2,42,BAL,Kamalei Correa,DE,22
2,43,TEN,Austin Johnson,NT,22
2,44,OAK,Jihad Ward,DE,22
2,45,TEN,Derrick Henry,RB,22
2,46,DET,A'Shawn Robinson,DT,21
2,47,NOR,Michael Thomas,WR,23
2,48,GNB,Jason Spriggs,T,22
2,49,SEA,Jarran Reed,DT,23
2,50,HOU,Nick Martin,G,23
2,51,NYJ,Christian Hackenberg,QB,21
2,52,ATL,Deion Jones,OLB,21
2,53,WAS,Su'a Cravens,OLB,21
2,54,MIN,Mackensie Alexander,CB,22
2,55,CIN,Tyler Boyd,WR,21
2,56,CHI,Cody Whitehair,G,24
2,57,IND,T.J. Green,S,21
2,58,PIT,Sean Davis,CB,22
2,59,TAM,Roberto Aguayo,K,22
2,60,NWE,Cyrus Jones,CB,22
2,61,NOR,Vonn Bell,S,21
2,62,CAR,James Bradberry,CB,23
2,63,DEN,Adam Gotsis,DT,23
3,64,TEN,Kevin Byard,S,23
3,65,CLE,Carl Nassib,DE,23
3,66,SDG,Max Tuerk,C,22
3,67,DAL,Maliek Collins,DT,21
3,68,SFO,Will Redmond,CB,22
3,69,JAX,Yannick Ngakoue,DE,21
3,70,BAL,Bronson Kaufusi,DE,25
3,71,NYG,Darian Thompson,S,22
3,72,CHI,Jonathan Bullard,DT,22
3,73,MIA,Kenyan Drake,RB,22
3,74,KAN,KeiVarae Russell,CB,22
3,75,OAK,Shilique Calhoun,DE,24
3,76,CLE,Shon Coleman,T,24
3,77,CAR,Daryl Worley,CB,21
3,78,NWE,Joe Thuney,G,23
3,79,PHI,Isaac Seumalo,G,22
3,80,BUF,Adolphus Washington,DT,21
3,81,ATL,Austin Hooper,TE,21
3,82,IND,Le'Raven Clark,T,23
3,83,NYJ,Jordan Jenkins,OLB,22
3,84,WAS,Kendall Fuller,CB,21
3,85,HOU,Braxton Miller,WR,23
3,86,MIA,Leonte Carroo,WR,22
3,87,CIN,Nick Vigil,ILB,23
3,88,GNB,Kyler Fackrell,OLB,24
3,89,PIT,Javon Hargrave,DT,23
3,90,SEA,C.J. Prosise,RB,22
3,91,NWE,Jacoby Brissett,QB,23
3,92,ARI,Brandon Williams,CB,23
3,93,CLE,Cody Kessler,QB,23
