Rnd,Pick,Tm,Player,Pos,Age
1,1,HOU,David Carr,QB,23
1,2,CAR,Julius Peppers,DE,22
1,3,DET,Joey Harrington,QB,23
1,4,BUF,Mike Williams,T,22
1,5,SDG,Quentin Jammer,DB,23
1,6,KAN,Ryan Sims,DT,22
1,7,MIN,Bryant McKinnie,T,22
1,8,DAL,Roy Williams,DB,22
1,9,JAX,John Henderson,DT,23
1,10,CIN,Levi Jones,T,23
1,11,IND,Dwight Freeney,DE,22
1,12,ARI,Wendell Bryant,DT,21
1,13,NOR,Donte' Stallworth,WR,21
1,14,NYG,Jeremy Shockey,TE,22
1,15,TEN,Albert Haynesworth,DT,21
1,16,CLE,William Green,RB,22
1,17,OAK,Phillip Buchanon,DB,21
1,18,ATL,T.J. Duckett,RB,21
1,19,DEN,Ashley Lelie,WR,22
1,20,GNB,Javon Walker,WR,23
1,21,NWE,Daniel Graham,TE,23
1,22,NYJ,Bryan Thomas,DE,23
1,23,OAK,Napoleon Harris,LB,23
1,24,BAL,Ed Reed HOF,DB,23
1,25,NOR,Charles Grant,DE,24
1,26,PHI,Lito Sheppard,DB,21
1,27,SFO,Mike Rumph,DB,22
1,28,SEA,Jerramy Stevens,TE,22
1,29,CHI,Marc Colombo,T,23
1,30,PIT,Kendall Simmons,G,23
1,31,STL,Robert Thomas,LB,22
1,32,WAS,Patrick Ramsey,QB,23
2,33,HOU,Jabar Gaffney,WR,21
2,34,CAR,DeShaun Foster,RB,22
2,35,DET,Kalimba Edwards,DE,22
2,36,BUF,Josh Reed,WR,22
2,37,DAL,Andre Gurode,G,24
2,38,MIN,Raonall Smith,LB,23
2,39,SDG,Toniu Fonoti,G,20
2,40,JAX,Mike Pearson,T,22
2,41,CIN,Lamont Thompson,DB,24
2,42,IND,Larry Tripplett,DT,23
2,43,KAN,Eddie Freeman,DE,24
2,44,NOR,LeCharles Bentley,G,22
2,45,TEN,Tank Williams,DB,22
2,46,NYG,Tim Carter,WR,22
2,47,CLE,Andre' Davis,WR,23
2,48,SDG,Reche Caldwell,WR,23
2,49,ARI,Levar Fisher,LB,23
2,50,HOU,Chester Pitts,T,23
2,51,DEN,Clinton Portis,RB,21
2,52,BAL,Anthony Weaver,DE,22
2,53,OAK,Langston Walker,T,23
2,54,SEA,Maurice Morris,RB,22
2,55,OAK,Doug Jolley,TE,23
2,56,WAS,Ladell Betts,RB,23
2,57,NYJ,Jon McGraw,DB,23
2,58,PHI,Michael Lewis,DB,22
2,59,PHI,Sheldon Brown,DB,23
2,60,SEA,Anton Palepoi,DE,24
2,61,BUF,Ryan Denney,DE,25
2,62,PIT,Antwaan Randle El,WR,23
2,63,DAL,Antonio Bryant,WR,21
2,64,STL,Travis Fisher,DB,22
2,65,NWE,Deion Branch,WR,23
3,66,HOU,Fred Weary,G,24
3,67,CIN,Matt Schobel,TE,23
3,68,DET,Andre' Goodman,DB,24
3,69,SFO,Saleem Rasheed,LB,21
3,70,MIN,Willie Offord,DB,23
3,71,SDG,Ben Leber,LB,23
3,72,CHI,Roosevelt Williams,DB,23
3,73,CAR,Will Witherspoon,LB,22
3,74,IND,Joe Jefferson,DB,22
3,75,DAL,Derek Ross,DB,22
3,76,CLE,Melvin Fowler,C,23
3,77,TEN,Rocky Calmus,LB,23
3,78,NYG,Jeff Hatch,T,22
3,79,WAS,Rashad Bauman,DB,23
3,80,ATL,Will Overstreet,LB,22
3,81,ARI,Josh McCown,QB,23
3,82,NOR,James Allen,LB,22
