Rnd,Pick,Tm,Player,Pos,Age
1,1,STL,Sam Bradford,QB,22
1,2,DET,Ndamukong Suh,DT,23
1,3,TAM,Gerald McCoy,DT,22
1,4,WAS,Trent Williams,T,22
1,5,KAN,Eric Berry,DB,21
1,6,SEA,Russell Okung,T,21
1,7,CLE,Joe Haden,DB,21
1,8,OAK,Rolando McClain,LB,21
1,9,BUF,C.J. Spiller,RB,23
1,10,JAX,Tyson Alualu,DT,23
1,11,SFO,Anthony Davis,T,20
1,12,SDG,Ryan Mathews,RB,22
1,13,PHI,Brandon Graham,DE,22
1,14,SEA,Earl Thomas,DB,21
1,15,NYG,Jason Pierre-Paul,DE,21
1,16,TEN,Derrick Morgan,DE,21
1,17,SFO,Mike Iupati,G,23
1,18,PIT,Maurkice Pouncey,C,21
1,19,ATL,Sean Weatherspoon,LB,22
1,20,HOU,Kareem Jackson,DB,22
1,21,CIN,Jermaine Gresham,TE,22
1,22,DEN,Demaryius Thomas,WR,22
1,23,GNB,Bryan Bulaga,T,21
1,24,DAL,Dez Bryant,WR,21
1,25,DEN,Tim Tebow,QB,23
1,26,ARI,Dan Williams,DT,23
1,27,NWE,Devin McCourty,DB,23
1,28,MIA,Jared Odrick,DE,22
1,29,NYJ,Kyle Wilson,DB,23
1,30,DET,Jahvid Best,RB,21
1,31,IND,Jerry Hughes,DE,22
1,32,NOR,Patrick Robinson,DB,23
2,33,STL,Rodger Saffold,T,22
2,34,MIN,Chris Cook,DB,23
2,35,TAM,Brian Price,DT,21
2,36,KAN,Dexter McCluster,WR,21
2,37,PHI,Nate Allen,DB,22
2,38,CLE,T.J. Ward,DB,23
2,39,TAM,Arrelious Benn,WR,21
2,40,MIA,Koa Misi,LB,23
2,41,BUF,Torell Troup,DT,21
2,42,NWE,Rob Gronkowski,TE,21
2,43,BAL,Sergio Kindle,LB,22
2,44,OAK,Lamarr Houston,DE,23
2,45,DEN,Zane Beadles,G,23
2,46,NYG,Linval Joseph,DT,21
2,47,ARI,Daryl Washington,LB,23
2,48,CAR,Jimmy Clausen,QB,22
2,49,SFO,Taylor Mays,DB,22
2,50,KAN,Javier Arenas,DB,22
2,51,MIN,Toby Gerhart,RB,23
2,52,PIT,Jason Worilds,DE,22
2,53,NWE,Jermaine Cunningham,LB,22
2,54,CIN,Carlos Dunlap,DE,21
2,55,DAL,Sean Lee,LB,24
2,56,GNB,Mike Neal,DE,23
2,57,BAL,Terrence Cody,DT,22
2,58,HOU,Ben Tate,RB,22
2,59,CLE,Montario Hardesty,RB,23
2,60,SEA,Golden Tate,WR,22
2,61,NYJ,Vlad Ducasse,T,22
2,62,NWE,Brandon Spikes,LB,23
2,63,IND,Pat Angerer,LB,23
2,64,NOR,Charles Brown,T,23
3,65,STL,Jerome Murphy,DB,23
3,66,DET,Amari Spievey,DB,22
3,67,TAM,Myron Lewis,DB,22
3,68,KAN,Jon Asamoah,G,22
3,69,OAK,Jared Veldheer,T,23
3,70,BAL,Ed Dickson,TE,23
3,71,GNB,Morgan Burnett,DB,21
3,72,BUF,Alex Carrington,DE,23
3,73,MIA,John Jerry,T,24
3,74,JAX,D'Anthony Smith,DT,22
3,75,CHI,Major Wright,DB,22
3,76,NYG,Chad Jones,DB,
3,77,TEN,Damian Williams,WR,22
3,78,CAR,Brandon LaFell,WR,23
3,79,SDG,Donald Butler,LB,21
3,80,DEN,J.D. Walton,C,23
3,81,HOU,Earl Mitchell,DT,22
3,82,PIT,Emmanuel Sanders,WR,23
3,83,ATL,Corey Peters,DT,22
3,84,CIN,Jordan Shipley,WR,24
3,85,CLE,Colt McCoy,QB,24
3,86,PHI,Daniel Te'o-Nesheim,DE,23
3,87,DEN,Eric Decker,WR,23
3,88,ARI,Andre Roberts,WR,22
3,89,CAR,Armanti Edwards,WR,22
3,90,NWE,Taylor Price,WR,22
3,91,SFO,NaVorro Bowman,LB,22
3,92,CLE,Shawn Lauvao,G,22
3,93,KAN,Tony Moeaki,TE,23
3,94,IND,Kevin Thomas,DB,23
3,95,NOR,Jimmy Graham,TE,23
3,96,CIN,Brandon Ghee,DB,23
3,97,TEN,Rennie Curran,LB,21
3,98,ATL,Mike Johnson,G,23
4,99,STL,Mardy Gilyard,WR,23
4,100,MIN,Everson Griffen,DE,22
4,101,TAM,Mike Williams,WR,23
4,102,HOU,Darryl Sharpton,LB,22
4,103,WAS,Perry Riley,LB,22
4,104,TEN,Alterraun Verner,DB,21
4,105,PHI,Trevard Lindley,DB,24
4,106,OAK,Bruce Campbell,T,22
4,107,BUF,Marcus Easley,WR,22
4,108,OAK,Jacoby Ford,WR,23
4,109,CHI,Corey Wootton,DE,23
4,110,SDG,Darrell Stuckey,DB,23
4,111,SEA,Walter Thurmond,DB,23
4,112,NYJ,Joe McKnight,RB,22
4,113,NWE,Aaron Hernandez,TE,20
4,114,BAL,Dennis Pitta,TE,25
4,115,NYG,Phillip Dillard,LB,23
4,116,PIT,Thaddeus Gibson,DE,22
4,117,ATL,Joe Hawley,C,21
4,118,HOU,Garrett Graham,TE,24
4,119,MIA,A.J. Edds,LB,22
4,120,CIN,Geno Atkins,DT,22
4,121,PHI,Keenan Clayton,LB,23
4,122,PHI,Mike Kafka,QB,23
4,123,NOR,Al Woods,DT,23
4,124,CAR,Eric Norwood,LB,22
4,125,PHI,Clay Harbor,TE,23
4,126,DAL,Akwasi Owusu-Ansah,DB,22
4,127,SEA,E.J. Wilson,DE,22
4,128,DET,Jason Fox,T,22
4,129,IND,Jacques McClendon,G,22
4,130,ARI,O'Brien Schofield,DE,23
4,131,CIN,Roddrick Muckelroy,LB,23
5,132,STL,Michael Hoomanawanui,TE,22
5,133,SEA,Kam Chancellor,DB,22
5,134,PHI,Ricky Sapp,DE,23
5,135,ATL,Dominique Franks,DB,22
5,136,KAN,Kendrick Lewis,DB,22
5,137,DEN,Perrish Cox,DB,23
5,138,OAK,Walter McFadden,DB,23
5,139,NYJ,John Conner,RB,23
5,140,BUF,Ed Wang,T,23
5,141,CHI,Joshua Moore,DB,22
5,142,KAN,Cameron Sheffield,DE,22
5,143,JAX,Larry Hart,DE,23
5,144,HOU,Sherrick McManis,DB,22
5,145,MIA,Nolan Carroll,DB,23
5,146,SDG,Cam Thomas,DT,23
5,147,NYG,Mitch Petrus,G,23
5,148,TEN,Robert Johnson,DB,23
5,149,STL,Hall Davis,DE,23
5,150,NWE,Zoltan Mesko,P,24
5,151,PIT,Chris Scott,G,23
5,152,CIN,Otis Hudson,T,24
5,153,JAX,Austen Lane,DE,22
5,154,GNB,Andrew Quarless,TE,21
5,155,ARI,John Skelton,QB,22
5,156,BAL,David Reed,WR,23
5,157,BAL,Arthur Jones,DE,24
5,158,NOR,Matt Tennant,C,23
5,159,PHI,Riley Cooper,WR,22
5,160,CLE,Larry Asante,DB,22
5,161,MIN,Chris DeGeare,G,23
5,162,IND,Brody Eldridge,TE,23
5,163,MIA,Reshad Jones,DB,22
5,164,PIT,Crezdon Butler,DB,23
5,165,ATL,Kerry Meier,WR,23
5,166,PIT,Stevenson Sylvester,LB,22
5,167,MIN,Nate Triplett,LB,23
5,168,SDG,Jonathan Crompton,QB,23
5,169,GNB,Marshall Newhouse,G,21
6,170,STL,Fendi Onobun,TE,23
6,171,ATL,Shann Schillinger,DB,24
6,172,TAM,Brent Bowden,P,
6,173,SFO,Anthony Dixon,RB,22
6,174,WAS,Dennis Morris,RB,
6,175,CAR,Greg Hardy,DE,22
6,176,TEN,Rusty Smith,QB,23
6,177,CLE,Carlton Mitchell,WR,22
6,178,BUF,Arthur Moats,LB,22
6,179,DAL,Sam Young,T,23
6,180,JAX,Deji Karim,RB,23
6,181,CHI,Dan LeFevour,QB,23
6,182,SFO,Nate Byham,TE,22
6,183,DEN,Eric Olsen,C,22
6,184,NYG,Adrian Tracy,DE,23
6,185,SEA,Anthony McCoy,TE,22
6,186,CLE,Clifton Geathers,DE,22
6,187,HOU,Shelley Smith,G,23
6,188,PIT,Jonathan Dwyer,RB,21
6,189,STL,Eugene Sims,DE,24
6,190,OAK,Travis Goethel,LB,23
6,191,CIN,Dezmon Briscoe,WR,21
6,192,BUF,Danny Batten,DE,22
6,193,GNB,James Starks,RB,24
6,194,BAL,Ramon Harewood,T,23
6,195,PIT,Antonio Brown,WR,22
6,196,DAL,Jamar Wall,DB,22
6,197,HOU,Trindon Holliday,WR,24
6,198,CAR,David Gettis,WR,23
6,199,MIN,Joe Webb,WR,23
6,200,PHI,Charles Scott,RB,
6,201,ARI,Jorrick Calvin,DB,23
6,202,CAR,Jordan Pugh,DB,22
6,203,JAX,Scotty McGee,DB,
6,204,CAR,Tony Pike,QB,24
6,205,NWE,Ted Larsen,C,23
6,206,SFO,Kyle Williams,WR,22
6,207,TEN,Myron Rolle,DB,
7,208,NWE,Thomas Welch,T,23
7,209,BUF,Levi Brown,QB,23
7,210,TAM,Cody Grimm,DB,23
7,211,STL,Marquis Johnson,DB,22
7,212,MIA,Chris McCoy,DE,
7,213,DET,Willie Young,DE,24
7,214,MIN,Mickey Shuler,TE,23
7,215,OAK,Jeremy Ware,DB,23
7,216,BUF,Kyle Calloway,T,
7,217,TAM,Dekoda Watson,LB,22
7,218,CHI,J'Marcus Webb,T,22
7,219,WAS,Terrence Austin,WR,22
7,220,PHI,Jamar Chaney,LB,23
7,221,NYG,Matt Dodge,P,23
7,222,TEN,Marc Mariani,WR,23
7,223,CAR,R.J. Stanford,DB,22
7,224,SFO,Phillip Adams,DB,22
7,225,DEN,Syd'Quan Thompson,DB,23
7,226,STL,George Selvie,DE,23
7,227,HOU,Dorin Dickerson,WR,22
7,228,CIN,Reggie Stephens,C,23
7,229,WAS,Erik Cook,C,23
7,230,GNB,C.J. Wilson,DE,23
7,231,WAS,Selvish Capers,T,24
7,232,DEN,Jammie Kirlew,DE,23
7,233,ARI,Jim Dray,TE,23
7,234,DAL,Sean Lissemore,DT,22
7,235,SDG,Dedrick Epps,TE,22
7,236,SEA,Dexter Davis,LB,23
7,237,MIN,Ryan D'Imperio,RB,23
7,238,IND,Ricardo Mathews,DT,23
