Rnd,Pick,Tm,Player,Pos,Age
2,55,BAL,J.K. Dobbins,RB,21
2,56,MIA,Raekwon Davis,DT,23
2,57,LAR,Van Jefferson,WR,24
2,58,MIN,Ezra Cleveland,T,22
2,59,NYJ,Denzel Mims,WR,22
2,60,NWE,Josh Uche,LB,21
2,61,TEN,Kristian Fulton,CB,22
2,62,GNB,AJ Dillon,RB,22
2,63,KAN,Willie Gay Jr.,LB,22
2,64,CAR,Jeremy Chinn,S,22
3,65,CIN,Logan Wilson,LB,24
3,66,WAS,Antonio Gibson,RB,22
3,67,DET,Julian Okwara,DE,22
3,68,NYJ,Ashtyn Davis,S,23
3,69,SEA,Damien Lewis,G,23
3,70,MIA,Brandon Jones,S,22
3,71,BAL,Justin Madubuike,DT,22
3,72,ARI,Josh Jones,T,23
3,73,JAX,DaVon Hamilton,DT,23
3,74,NOR,Zack Baun,LB,23
3,75,DET,Jonah Jackson,G,23
3,76,TAM,Ke'Shawn Vaughn,RB,23
3,77,DEN,Michael Ojemudia,CB,22
3,78,ATL,Matt Hennessy,C,22
3,79,NYJ,Jabari Zuniga,DE,23
3,80,LVR,Lynn Bowden Jr.,WR,22
3,81,LVR,Bryan Edwards,WR,21
3,82,DAL,Neville Gallimore,DT,23
3,83,DEN,Lloyd Cushenberry III,C,22
3,84,LAR,Terrell Lewis,LB,22
3,85,IND,Julian Blackmon,S,22
3,86,BUF,Zack Moss,RB,22
3,87,NWE,Anfernee Jennings,LB,23
3,88,CLE,Jordan Elliott,DT,22
3,89,MIN,Cameron Dantzler,CB,22
3,90,HOU,Jonathan Greenard,DE,23
3,91,NWE,Devin Asiasi,TE,23
3,92,BAL,Devin Duvernay,WR,22
3,93,TEN,Darrynton Evans,RB,22
3,94,GNB,Josiah Deguara,TE,23
3,95,DEN,McTelvin Agim,DT,22
3,96,KAN,Lucas Niang,T,22
3,97,CLE,Jacob Phillips,LB,21
3,98,BAL,Malik Harrison,LB,22
3,99,NYG,Matt Peart,T,23
3,100,LVR,Tanner Muse,S,24
3,101,NWE,Dalton Keene,TE,21
3,102,PIT,Alex Highsmith,LB,23
3,103,PHI,Davion Taylor,LB,22
3,104,LAR,Terrell Burgess,S,21
3,105,NOR,Adam Trautman,TE,23
3,106,BAL,Tyre Phillips,T,23
4,107,CIN,Akeem Davis-Gaither,LB,22
4,108,WAS,Saahdiq Charles,T,21
4,109,LVR,John Simpson,G,23
4,110,NYG,Darnay Holmes,CB,22
4,111,MIA,Solomon Kindley,G,23
4,112,LAC,Joshua Kelley,RB,22
4,113,CAR,Troy Pride Jr.,CB,22
4,114,ARI,Leki Fotu,DT,22
4,115,CLE,Harrison Bryant,TE,22
4,116,JAX,Ben Bartch,G,22
4,117,MIN,D.J. Wonnum,DE,22
4,118,DEN,Albert Okwuegbunam,TE,22
4,119,ATL,Mykal Walker,LB,23
4,120,NYJ,La'Mical Perine,RB,22
4,121,DET,Logan Stenberg,G,23
4,122,IND,Jacob Eason,QB,22
4,123,DAL,Reggie Robinson II,CB,23
4,124,PIT,Anthony McFarland Jr.,RB,21
4,125,NYJ,James Morgan,QB,23
4,126,HOU,Charlie Heck,T,23
4,127,PHI,K'Von Wallace,S,23
4,128,BUF,Gabriel Davis,WR,21
4,129,NYJ,Cameron Clark,T,22
4,130,MIN,James Lynch,DT,21
4,131,ARI,Rashard Lawrence,DT,22
4,132,MIN,Troy Dye,LB,23
4,133,SEA,Colby Parkinson,TE,21
4,134,ATL,Jaylinn Hawkins,S,23
4,135,PIT,Kevin Dotson,G,23
4,136,LAR,Brycen Hopkins,TE,23
4,137,JAX,Josiah Scott,CB,21
4,138,KAN,L'Jarius Sneed,S,23
4,139,LVR,Amik Robertson,CB,22
4,140,JAX,Shaquille Quarterman,LB,22
4,141,HOU,John Reid,CB,24
4,142,WAS,Antonio Gandy-Golden,WR,22
4,143,BAL,Ben Bredeson,G,22
4,144,SEA,DeeJay Dallas,RB,21
4,145,PHI,Jack Driscoll,G,23
4,146,DAL,Tyler Biadasz,C,22
5,147,CIN,Khalid Kareem,DE,22
5,148,SEA,Alton Robinson,DE,22
5,149,IND,Danny Pinter,G,24
5,150,NYG,Shane Lemieux,G,23
5,151,LAC,Joe Reed,WR,22
5,152,CAR,Kenny Robinson Jr.,S,21
5,153,SFO,Colton McKivitz,T,24
5,154,MIA,Jason Strowbridge,DE,23
5,155,CHI,Trevis Gipson,DE,23
5,156,WAS,Keith Ismael,C,22
5,157,JAX,Daniel Thomas,S,22
5,158,NYJ,Bryce Hall,CB,23
5,159,NWE,Justin Rohrwasser,K,23
5,160,CLE,Nick Harris,C,21
5,161,TAM,Tyler Johnson,WR,22
5,162,WAS,Khaleke Hudson,LB,22
5,163,CHI,Kindle Vildor,CB,22
5,164,MIA,Curtis Weaver,DE,22
5,165,JAX,Collin Johnson,WR,22
5,166,DET,Quintez Cephus,WR,22
5,167,BUF,Jake Fromm,QB,22
5,168,PHI,John Hightower,WR,24
5,169,MIN,Harrison Hand,CB,21
5,170,BAL,Broderick Washington Jr.,DT,23
5,171,HOU,Isaiah Coulter,WR,21
5,172,DET,Jason Huntley,RB,22
5,173,CHI,Darnell Mooney,WR,22
5,174,TEN,Larrell Murchison,DT,23
5,175,GNB,Kamal Martin,LB,22
5,176,MIN,K.J. Osborn,WR,23
5,177,KAN,Michael Danna,DE,22
5,178,DEN,Justin Strnad,LB,24
5,179,DAL,Bradlee Anae,DE,21
6,180,CIN,Hakeem Adeniji,T,22
6,181,DEN,Netane Muti,G,21
6,182,NWE,Michael Onwenu,G,22
6,183,NYG,Cam Brown,LB,22
6,184,CAR,Bravvion Roy,DT,23
6,185,MIA,Blake Ferguson,LS,23
6,186,LAC,Alohi Gilman,S,22
6,187,CLE,Donovan Peoples-Jones,WR,21
6,188,BUF,Tyler Bass,K,23
6,189,JAX,Jake Luton,QB,24
6,190,SFO,Charlie Woerner,TE,22
6,191,NYJ,Braden Mann,P,22
6,192,GNB,Jon Runyan Jr.,T,23
6,193,IND,Robert Windsor,DT,23
6,194,TAM,Khalil Davis,DT,24
6,195,NWE,Justin Herron,T,24
6,196,PHI,Shaun Bradley,LB,23
6,197,DET,John Penisini,DT,23
6,198,PIT,Antoine Brooks Jr.,S,21
6,199,LAR,Jordan Fuller,S,22
6,200,PHI,Quez Watkins,WR,22
6,201,BAL,James Proche,WR,23
6,202,ARI,Evan Weaver,LB,22
6,203,MIN,Blake Brandel,T,23
6,204,NWE,Cassh Maluia,LB,21
6,205,MIN,Josh Metellus,S,22
6,206,JAX,Tyler Davis,TE,23
6,207,BUF,Isaiah Hodgins,WR,21
6,208,GNB,Jake Hanson,C,23
6,209,GNB,Simon Stepaniak,T,23
6,210,PHI,Prince Tega Wanogho,T,22
6,211,IND,Isaiah Rodgers,CB,22
6,212,IND,Dezmon Patmon,WR,22
6,213,IND,Jordan Glasgow,LB,24
6,214,SEA,Freddie Swain,WR,22
7,215,CIN,Markus Bailey,LB,23
7,216,WAS,Kamren Curl,S,21
7,217,SFO,Jauan Jennings,WR,23
7,218,NYG,Carter Coughlin,LB,23
7,219,BAL,Geno Stone,S,21
7,220,LAC,K.J. Hill,WR,22
7,221,CAR,Stantley Thomas-Oliver,CB,22
7,222,ARI,Eno Benjamin,RB,21
7,223,JAX,Chris Claybrooks,CB,23
7,224,TEN,Cole McDonald,QB,22
7,225,MIN,Kenny Willekes,DE,23
7,226,CHI,Arlington Hambright,T,24
7,227,CHI,Lachavious Simmons,G,23
7,228,ATL,Sterling Hofrichter,P,23
7,229,WAS,James Smith-Williams,DE,23
7,230,NWE,Dustin Woodard,C,22
7,231,DAL,Ben DiNucci,QB,23
7,232,PIT,Carlos Davis,DT,24
7,233,PHI,Casey Toohill,DE,24
7,234,LAR,Clay Johnston,LB,24
7,235,DET,Jashon Cornell,DT,23
7,236,GNB,Vernon Scott,S,22
7,237,KAN,Thakarius Keyes,CB,22
7,238,NYG,T.J. Brunson,LB,22
7,239,BUF,Dane Jackson,CB,23
7,240,NOR,Tommy Stevens,QB,23
7,241,TAM,Chapelle Russell,LB,23
7,242,GNB,Jonathan Garvin,DE,21
7,243,TEN,Chris Jackson,S,22
7,244,MIN,Nate Stanley,QB,23
7,245,TAM,Raymond Calais,RB,22
7,246,MIA,Malcolm Perry,RB,23
7,247,NYG,Chris Williamson,CB,23
7,248,LAR,Sam Sloman,K,22
7,249,MIN,Brian Cole II,S,23
7,250,LAR,Tremayne Anchrum,G,22
7,251,SEA,Stephen Sullivan,TE,23
7,252,DEN,Tyrie Cleveland,WR,22
7,253,MIN,Kyle Hinton,G,22
7,254,DEN,Derrek Tuszka,LB,24
7,255,NYG,Tae Crowder,LB,23
