Rnd,Pick,Tm,Player,Pos,Age
5,140,OAK,Ben Heeney,ILB,23
5,141,WAS,Martrell Spaight,OLB,22
5,142,CHI,Adrian Amos,S,22
5,143,MIN,MyCole Pruitt,TE,23
5,144,NYG,Mykkele Thompson,S,22
5,145,MIA,Bobby McCain,CB,22
5,146,MIN,Stefon Diggs,WR,21
5,147,GNB,Brett Hundley,QB,22
5,148,NOR,Davis Tull,OLB,23
5,149,MIA,Jay Ajayi,RB,22
5,150,MIA,Cedric Thompson,S,22
5,151,IND,David Parry,NT,23
5,152,NYJ,Jarvis Harrison,G,23
5,153,SDG,Kyle Emanuel,OLB,24
5,154,NOR,Tyeler Davison,DT,23
5,155,BUF,Karlos Williams,RB,22
5,156,MIA,Tony Lippett,WR,23
5,157,CIN,C.J. Uzomah,TE,22
5,158,ARI,Shaquille Riddick,DE,22
5,159,ARI,JJ Nelson,WR,23
5,160,PIT,Jesse James,TE,21
5,161,OAK,Neiron Ball,OLB,23
5,162,TAM,Kenny Bell,WR,23
5,163,DAL,Ryan Russell,DE,23
5,164,DEN,Lorenzo Doss,CB,21
5,165,SFO,Bradley Pinion,P,21
5,166,NWE,Joe Cardona,LS,23
5,167,NOR,Damian Swann,CB,22
5,168,DET,Michael Burton,FB,23
5,169,CAR,David Mayo,LB,22
5,170,SEA,Tye Smith,CB,22
5,171,BAL,Nick Boyle,TE,22
5,172,KAN,D.J. Alexander,OLB,23
5,173,KAN,James O'Shaughnessy,TE,23
5,174,CAR,Cameron Artis-Payne,RB,25
5,175,HOU,Keith Mumphery,WR,23
5,176,BAL,Robert Myers,G,23
6,177,TEN,Deiontrez Mount,OLB,22
6,178,NWE,Matthew Wells,LB,24
6,179,OAK,Max Valles,OLB,21
6,180,JAX,Michael Bennett,DT,22
6,181,WAS,Kyshoen Jarrett,S,22
6,182,WAS,Tevin Mitchel,CB,23
6,183,CHI,Tayo Fabuluje,T,24
6,184,TAM,Kaelin Clay,WR,23
6,185,MIN,Tyrus Thompson,T,23
6,186,NYG,Geremy Davis,WR,23
6,187,WAS,Evan Spencer,WR,22
6,188,BUF,Tony Steward,OLB,22
6,189,CLE,Charles Gaines,CB,22
6,190,SFO,Ian Silberman,G,22
6,191,PHI,JaCorey Shepherd,CB,22
6,192,SDG,Darius Philon,DT,21
6,193,MIN,B.J. Dubose,DE,23
6,194,BUF,Nick O'Leary,TE,23
6,195,CLE,Malcolm Johnson,TE,23
6,196,PHI,Randall Evans,CB,23
6,197,CIN,Derron Smith,S,23
6,198,CLE,Randall Telfer,TE,23
6,199,PIT,Leterrius Walton,DT,23
6,200,DET,Quandre Diggs,CB,22
6,201,STL,Bud Sasser,WR,
6,202,NWE,A.J. Derby,TE,23
6,203,DEN,Darius Kilgo,NT,23
6,204,BAL,Darren Waller,WR,22
6,205,IND,Josh Robinson,RB,23
6,206,GNB,Aaron Ripkowski,FB,22
6,207,IND,Amarlo Herrera,ILB,23
6,208,TEN,Andy Gallik,C,23
6,209,SEA,Obum Gwacham,DE,24
6,210,GNB,Christian Ringo,DE,23
6,211,HOU,Reshard Cliett,OLB,23
6,212,PIT,Anthony Chickillo,DE,22
6,213,GNB,Kennard Backman,TE,22
6,214,SEA,Kristjan Sokoli,DT,23
6,215,STL,Cody Wichmann,G,23
6,216,HOU,Christian Covington,DT,21
6,217,KAN,Rakeem Nunez-Roches,DT,22
7,218,OAK,Anthony Morris,OL,23
7,219,CLE,Hayes Pullard,ILB,23
7,220,JAX,Neal Sterling,WR,23
7,221,OAK,Andre Debose,WR,
7,222,WAS,Austin Reiter,C,23
7,223,NYJ,Deon Simon,NT,25
7,224,STL,Bryce Hager,ILB,23
7,225,ATL,Jake Rodgers,T,23
7,226,NYG,Bobby Hart,G,21
7,227,STL,Martin Ifedi,DE,24
7,228,MIN,Austin Shepherd,T,23
7,229,JAX,Ben Koyack,TE,22
7,230,NOR,Marcus Murphy,RB,23
7,231,TAM,Joey Iosefa,FB,24
7,232,MIN,Edmond Robinson,OLB,23
7,233,KAN,Da'Ron Brown,WR,23
7,234,BUF,Dezmin Lewis,WR,22
7,235,HOU,Kenny Hilliard,RB,23
7,236,DAL,Mark Nzeocha,OLB,25
7,237,PHI,Brian Mihalik,DE,23
7,238,CIN,Mario Alford,WR,23
7,239,PIT,Gerod Holliman,S,21
7,240,DET,Corey Robinson,T,23
7,241,CLE,Ifo Ekpre-Olomu,CB,22
7,242,OAK,Dexter McDonald,CB,23
7,243,DAL,Laurence Gibson,T,24
7,244,SFO,Trent Brown,G,22
7,245,TEN,Tre McBride,WR,22
7,246,DAL,Geoff Swaim,TE,21
7,247,NWE,Darryl Roberts,CB,24
7,248,SEA,Ryan Murphy,DB,22
7,249,ATL,Akeem King,DB,23
7,250,DEN,Trevor Siemian,QB,23
7,251,DEN,Taurean Nixon,DB,24
7,252,DEN,Josh Furman,DB,
7,253,NWE,Xzavier Dickson,OLB,22
7,254,SFO,Rory Anderson,TE,22
7,255,IND,Denzelle Good,T,24
7,256,ARI,Gerald Christian,TE,24
