season,defteam,dropbacks,attempts,completions,sacks,scrambles,explosive_comps,interceptions,net_yards_sum,net_yards_per_db_allowed,explosive_pass_rate_allowed,completion_pct_allowed,int_rate_allowed
2018,ARI,577,577,342,49,0,37,7,3391,5.876949740034662,0.10818713450292397,0.5927209705372617,0.012131715771230503
2018,ATL,649,649,398,37,0,46,15,4393,6.768875192604006,0.11557788944723618,0.613251155624037,0.023112480739599383
2018,BAL,676,676,359,44,0,45,12,3665,5.421597633136095,0.12534818941504178,0.5310650887573964,0.01775147928994083
2018,BUF,550,550,313,36,0,36,16,2993,5.4418181818181814,0.11501597444089456,0.5690909090909091,0.02909090909090909
2018,CAR,591,591,353,35,0,51,13,4028,6.8155668358714045,0.14447592067988668,0.5972927241962775,0.021996615905245348
2018,CHI,734,734,402,51,0,42,29,3956,5.389645776566757,0.1044776119402985,0.547683923705722,0.039509536784741145
2018,CIN,637,637,389,34,0,60,12,4563,7.163265306122449,0.15424164524421594,0.6106750392464678,0.018838304552590265
2018,CLE,690,690,393,37,0,51,17,4338,6.28695652173913,0.1297709923664122,0.5695652173913044,0.02463768115942029
2018,DAL,665,665,400,40,0,50,9,4339,6.524812030075188,0.125,0.6015037593984962,0.013533834586466165
2018,DEN,607,607,353,44,0,56,17,4038,6.652388797364086,0.15864022662889518,0.5815485996705108,0.02800658978583196
2018,DET,560,560,323,43,0,50,7,3687,6.583928571428571,0.15479876160990713,0.5767857142857142,0.0125
2018,GB,599,599,336,44,0,54,7,3936,6.570951585976628,0.16071428571428573,0.5609348914858097,0.011686143572621035
2018,HOU,710,710,404,43,0,58,16,4656,6.55774647887324,0.14356435643564355,0.5690140845070423,0.022535211267605635
2018,IND,704,704,440,45,0,44,16,4483,6.3678977272727275,0.1,0.625,0.022727272727272728
2018,JAX,578,578,312,37,0,37,11,3452,5.972318339100346,0.11858974358974358,0.5397923875432526,0.01903114186851211
2018,KC,796,796,455,55,0,73,17,5080,6.381909547738694,0.16043956043956045,0.571608040201005,0.02135678391959799
2018,LA,716,716,414,45,0,71,20,4775,6.668994413407821,0.17149758454106281,0.5782122905027933,0.027932960893854747
2018,LAC,694,694,398,45,0,59,14,4312,6.213256484149856,0.14824120603015076,0.5734870317002881,0.020172910662824207
2018,LV,516,516,299,13,0,59,14,4026,7.8023255813953485,0.19732441471571907,0.5794573643410853,0.027131782945736434
2018,MIA,566,566,335,31,0,59,21,4236,7.4840989399293285,0.1761194029850746,0.5918727915194346,0.037102473498233215
2018,MIN,585,585,315,50,0,43,12,3367,5.7555555555555555,0.1365079365079365,0.5384615384615384,0.020512820512820513
2018,NE,794,794,430,40,0,72,20,4977,6.268261964735516,0.16744186046511628,0.5415617128463476,0.02518891687657431
2018,NO,729,729,428,50,0,63,15,5030,6.899862825788752,0.14719626168224298,0.5871056241426612,0.0205761316872428
2018,NYG,612,612,362,30,0,61,16,4193,6.851307189542483,0.1685082872928177,0.5915032679738562,0.026143790849673203
2018,NYJ,647,647,367,39,0,58,13,4324,6.683153013910355,0.15803814713896458,0.5672333848531684,0.02009273570324575
2018,PHI,788,788,471,48,0,72,11,5111,6.4860406091370555,0.15286624203821655,0.5977157360406091,0.013959390862944163
2018,PIT,638,638,362,52,0,53,8,3868,6.06269592476489,0.1464088397790055,0.567398119122257,0.012539184952978056
2018,SEA,641,641,377,44,0,60,13,4229,6.597503900156006,0.15915119363395225,0.5881435257410297,0.0202808112324493
2018,SF,603,603,344,37,0,49,2,3901,6.4693200663349915,0.14244186046511628,0.5704809286898839,0.003316749585406302
2018,TB,588,588,387,38,0,56,9,4335,7.372448979591836,0.14470284237726097,0.6581632653061225,0.015306122448979591
2018,TEN,597,597,337,39,0,48,11,3668,6.144053601340033,0.142433234421365,0.5644891122278057,0.018425460636515914
2018,WAS,613,613,362,46,0,52,15,3998,6.5220228384991845,0.143646408839779,0.5905383360522023,0.024469820554649267
