season,defteam,dropbacks,attempts,completions,sacks,scrambles,explosive_comps,interceptions,net_yards_sum,net_yards_per_db_allowed,explosive_pass_rate_allowed,completion_pct_allowed,int_rate_allowed
2006,ARI,566,566,321,38,0,54,16,3800,6.713780918727915,0.16822429906542055,0.5671378091872792,0.028268551236749116
2006,ATL,559,559,320,37,0,41,12,3724,6.661896243291592,0.128125,0.5724508050089445,0.02146690518783542
2006,BAL,616,616,294,61,0,47,30,3288,5.337662337662338,0.1598639455782313,0.4772727272727273,0.048701298701298704
2006,BUF,572,572,324,37,0,39,13,3213,5.6171328671328675,0.12037037037037036,0.5664335664335665,0.022727272727272728
2006,CAR,568,568,291,41,0,41,14,3152,5.549295774647887,0.140893470790378,0.5123239436619719,0.02464788732394366
2006,CHI,748,748,400,45,0,44,26,3907,5.223262032085562,0.11,0.5347593582887701,0.034759358288770054
2006,CIN,610,610,350,35,0,49,19,4005,6.565573770491803,0.14,0.5737704918032787,0.03114754098360656
2006,CLE,542,542,284,30,0,39,18,3287,6.064575645756458,0.13732394366197184,0.5239852398523985,0.033210332103321034
2006,DAL,611,611,319,34,0,47,20,3943,6.453355155482815,0.14733542319749215,0.5220949263502455,0.03273322422258593
2006,DEN,588,588,327,37,0,39,17,3479,5.916666666666667,0.11926605504587157,0.5561224489795918,0.02891156462585034
2006,DET,559,559,339,29,0,45,12,3611,6.459749552772808,0.13274336283185842,0.6064400715563506,0.02146690518783542
2006,GB,568,568,286,46,0,53,23,3383,5.955985915492958,0.1853146853146853,0.5035211267605634,0.040492957746478875
2006,HOU,548,548,328,28,0,42,11,3633,6.62956204379562,0.12804878048780488,0.5985401459854015,0.020072992700729927
2006,IND,587,587,340,33,0,33,22,3351,5.7086882453151615,0.09705882352941177,0.5792163543441227,0.03747870528109029
2006,JAX,578,578,294,35,0,40,20,3219,5.569204152249135,0.1360544217687075,0.5086505190311419,0.03460207612456748
2006,KC,582,582,345,33,0,47,18,3690,6.34020618556701,0.13623188405797101,0.5927835051546392,0.030927835051546393
2006,LA,495,495,266,34,0,41,17,3168,6.4,0.15413533834586465,0.5373737373737374,0.03434343434343434
2006,LAC,661,661,333,62,0,46,19,3589,5.42965204236006,0.13813813813813813,0.5037821482602118,0.028744326777609682
2006,LV,455,455,245,34,0,32,18,2489,5.47032967032967,0.1306122448979592,0.5384615384615384,0.03956043956043956
2006,MIA,560,560,279,47,0,44,8,3141,5.608928571428572,0.15770609318996415,0.4982142857142857,0.014285714285714285
2006,MIN,633,633,355,29,0,53,21,3846,6.075829383886256,0.14929577464788732,0.5608214849921012,0.03317535545023697
2006,NE,699,699,359,52,0,60,25,4107,5.875536480686695,0.1671309192200557,0.5135908440629471,0.0357653791130186
2006,NO,592,592,293,39,0,46,11,3508,5.925675675675675,0.15699658703071673,0.49493243243243246,0.018581081081081082
2006,NYG,668,668,350,34,0,52,17,4081,6.109281437125748,0.14857142857142858,0.5239520958083832,0.025449101796407185
2006,NYJ,614,614,339,36,0,40,16,3506,5.710097719869707,0.11799410029498525,0.5521172638436482,0.026058631921824105
2006,PHI,650,650,345,44,0,46,20,3674,5.6523076923076925,0.13333333333333333,0.5307692307692308,0.03076923076923077
2006,PIT,580,580,319,39,0,44,20,3494,6.024137931034483,0.13793103448275862,0.55,0.034482758620689655
2006,SEA,628,628,337,47,0,44,13,3704,5.898089171974522,0.13056379821958458,0.5366242038216561,0.020700636942675158
2006,SF,564,564,331,34,0,45,14,3666,6.5,0.13595166163141995,0.5868794326241135,0.024822695035460994
2006,TB,538,538,301,26,0,38,11,3525,6.552044609665428,0.12624584717607973,0.5594795539033457,0.020446096654275093
2006,TEN,576,576,335,26,0,44,17,3725,6.467013888888889,0.13134328358208955,0.5815972222222222,0.029513888888888888
2006,WAS,527,527,290,20,0,55,6,3581,6.795066413662239,0.1896551724137931,0.5502846299810247,0.011385199240986717
