season,defteam,dropbacks,attempts,completions,sacks,scrambles,explosive_comps,interceptions,net_yards_sum,net_yards_per_db_allowed,explosive_pass_rate_allowed,completion_pct_allowed,int_rate_allowed
2016,ARI,621,621,344,48,0,47,14,3540,5.700483091787439,0.13662790697674418,0.5539452495974235,0.02254428341384863
2016,ATL,873,873,509,44,0,66,16,5448,6.240549828178694,0.12966601178781925,0.5830469644902635,0.018327605956471937
2016,BAL,623,623,369,31,0,50,18,3809,6.113964686998395,0.13550135501355012,0.5922953451043339,0.028892455858747994
2016,BUF,576,576,306,39,0,46,12,3803,6.602430555555555,0.1503267973856209,0.53125,0.020833333333333332
2016,CAR,683,683,409,47,0,54,17,4435,6.493411420204978,0.13202933985330073,0.5988286969253295,0.024890190336749635
2016,CHI,593,593,342,37,0,50,8,3826,6.451939291736931,0.14619883040935672,0.5767284991568297,0.013490725126475547
2016,CIN,648,648,374,33,0,46,17,3962,6.114197530864198,0.12299465240641712,0.5771604938271605,0.026234567901234566
2016,CLE,586,586,347,26,0,52,10,4129,7.046075085324232,0.14985590778097982,0.5921501706484642,0.017064846416382253
2016,DAL,735,735,453,39,0,51,10,4611,6.273469387755102,0.11258278145695365,0.6163265306122448,0.013605442176870748
2016,DEN,616,616,306,42,0,32,14,3181,5.163961038961039,0.10457516339869281,0.4967532467532468,0.022727272727272728
2016,DET,628,628,422,29,0,52,10,4304,6.853503184713376,0.12322274881516587,0.6719745222929936,0.01592356687898089
2016,GB,761,761,444,44,0,68,19,5451,7.162943495400788,0.15315315315315314,0.5834428383705651,0.024967148488830485
2016,HOU,661,661,355,36,0,45,16,3770,5.703479576399395,0.1267605633802817,0.5370650529500757,0.024205748865355523
2016,IND,636,636,378,33,0,55,8,4336,6.817610062893082,0.1455026455026455,0.5943396226415094,0.012578616352201259
2016,JAX,605,605,345,33,0,40,7,3623,5.988429752066116,0.11594202898550725,0.5702479338842975,0.011570247933884297
2016,KC,684,684,370,29,0,51,19,4370,6.388888888888889,0.13783783783783785,0.5409356725146199,0.027777777777777776
2016,LA,634,634,378,31,0,41,10,3879,6.118296529968454,0.10846560846560846,0.5962145110410094,0.015772870662460567
2016,LAC,640,640,364,35,0,53,18,4174,6.521875,0.14560439560439561,0.56875,0.028125
2016,LV,613,613,342,25,0,62,16,4422,7.213703099510604,0.18128654970760233,0.5579119086460033,0.026101141924959218
2016,MIA,678,678,381,34,0,50,18,4359,6.429203539823009,0.13123359580052493,0.5619469026548672,0.02654867256637168
2016,MIN,606,606,332,41,0,41,14,3483,5.747524752475248,0.12349397590361445,0.5478547854785478,0.0231023102310231
2016,NE,771,771,439,42,0,60,17,4707,6.1050583657587545,0.1366742596810934,0.569390402075227,0.02204928664072633
2016,NO,633,633,378,30,0,48,9,4513,7.1295418641390205,0.12698412698412698,0.5971563981042654,0.014218009478672985
2016,NYG,718,718,394,40,0,65,17,4435,6.176880222841226,0.1649746192893401,0.5487465181058496,0.023676880222841225
2016,NYJ,587,587,347,27,0,52,8,3996,6.8074957410562185,0.14985590778097982,0.5911413969335605,0.013628620102214651
2016,PHI,606,606,333,34,0,57,16,3989,6.582508250825082,0.17117117117117117,0.5495049504950495,0.026402640264026403
2016,PIT,772,772,462,46,0,52,15,4791,6.205958549222798,0.11255411255411256,0.5984455958549223,0.019430051813471502
2016,SEA,672,672,375,48,0,58,11,4220,6.279761904761905,0.15466666666666667,0.5580357142857143,0.01636904761904762
2016,SF,569,569,322,33,0,59,10,3974,6.984182776801406,0.18322981366459629,0.5659050966608085,0.01757469244288225
2016,TB,613,613,347,38,0,58,17,4216,6.877650897226753,0.16714697406340057,0.566068515497553,0.02773246329526917
2016,TEN,693,693,388,40,0,56,12,4466,6.444444444444445,0.14432989690721648,0.5598845598845599,0.017316017316017316
2016,WAS,640,640,387,38,0,53,13,4248,6.6375,0.13695090439276486,0.6046875,0.0203125
