season,defteam,dropbacks,attempts,completions,sacks,scrambles,explosive_comps,interceptions,net_yards_sum,net_yards_per_db_allowed,explosive_pass_rate_allowed,completion_pct_allowed,int_rate_allowed
2019,ARI,667,667,421,40,0,72,7,4724,7.082458770614693,0.171021377672209,0.631184407796102,0.010494752623688156
2019,ATL,590,590,351,28,0,56,12,4100,6.9491525423728815,0.15954415954415954,0.5949152542372881,0.020338983050847456
2019,BAL,620,620,326,38,0,48,13,3535,5.701612903225806,0.147239263803681,0.5258064516129032,0.020967741935483872
2019,BUF,658,658,368,51,0,37,14,3480,5.288753799392097,0.10054347826086957,0.5592705167173252,0.02127659574468085
2019,CAR,621,621,347,53,0,53,14,3889,6.262479871175524,0.15273775216138327,0.5587761674718197,0.02254428341384863
2019,CHI,623,623,362,32,0,40,10,3705,5.947030497592295,0.11049723756906077,0.5810593900481541,0.016051364365971106
2019,CIN,560,560,308,31,0,70,11,4192,7.485714285714286,0.22727272727272727,0.55,0.019642857142857142
2019,CLE,576,576,318,38,0,48,14,3690,6.40625,0.1509433962264151,0.5520833333333334,0.024305555555555556
2019,DAL,641,641,370,39,0,55,7,3770,5.881435257410296,0.14864864864864866,0.5772230889235569,0.0109204368174727
2019,DEN,597,597,348,40,0,46,10,3781,6.333333333333333,0.13218390804597702,0.5829145728643216,0.01675041876046901
2019,DET,663,663,381,28,0,72,7,4730,7.134238310708899,0.1889763779527559,0.5746606334841629,0.010558069381598794
2019,GB,661,661,353,47,0,60,17,4252,6.43267776096823,0.16997167138810199,0.5340393343419062,0.025718608169440244
2019,HOU,735,735,423,35,0,69,12,5160,7.020408163265306,0.16312056737588654,0.5755102040816327,0.0163265306122449
2019,IND,625,625,394,41,0,50,15,4148,6.6368,0.12690355329949238,0.6304,0.024
2019,JAX,584,584,327,47,0,60,10,3931,6.7311643835616435,0.1834862385321101,0.559931506849315,0.017123287671232876
2019,KC,785,785,425,54,0,59,18,4562,5.811464968152866,0.1388235294117647,0.5414012738853503,0.022929936305732482
2019,LA,630,630,348,50,0,40,13,3732,5.923809523809524,0.11494252873563218,0.5523809523809524,0.020634920634920634
2019,LAC,524,524,328,30,0,41,11,3404,6.4961832061068705,0.125,0.6259541984732825,0.02099236641221374
2019,LV,587,587,337,32,0,68,9,4325,7.367972742759796,0.20178041543026706,0.5741056218057922,0.015332197614991482
2019,MIA,576,576,344,23,0,68,13,4255,7.387152777777778,0.19767441860465115,0.5972222222222222,0.022569444444444444
2019,MIN,721,721,432,53,0,52,19,4154,5.761442441054092,0.12037037037037036,0.5991678224687933,0.026352288488210817
2019,NE,625,625,312,48,0,43,26,3118,4.9888,0.13782051282051283,0.4992,0.0416
2019,NO,713,713,390,54,0,56,13,4274,5.994389901823282,0.14358974358974358,0.5469845722300141,0.0182328190743338
2019,NYG,619,619,369,36,0,67,10,4426,7.150242326332795,0.18157181571815717,0.5961227786752827,0.01615508885298869
2019,NYJ,650,650,363,35,0,51,12,4001,6.155384615384615,0.14049586776859505,0.5584615384615385,0.018461538461538463
2019,PHI,671,671,366,44,0,56,11,4374,6.518628912071535,0.15300546448087432,0.5454545454545454,0.01639344262295082
2019,PIT,592,592,314,54,0,43,20,3264,5.513513513513513,0.13694267515923567,0.5304054054054054,0.033783783783783786
2019,SEA,722,722,418,37,0,59,16,4906,6.795013850415512,0.14114832535885166,0.5789473684210527,0.0221606648199446
2019,SF,729,729,396,61,0,42,17,3611,4.953360768175583,0.10606060606060606,0.5432098765432098,0.023319615912208505
2019,TB,742,742,408,47,0,57,12,4483,6.04177897574124,0.13970588235294118,0.5498652291105122,0.016172506738544475
2019,TEN,827,827,460,49,0,67,17,5277,6.380894800483676,0.14565217391304347,0.5562273276904474,0.020556227327690448
2019,WAS,610,610,371,46,0,56,13,4011,6.575409836065574,0.1509433962264151,0.6081967213114754,0.021311475409836064
