season,defteam,dropbacks,attempts,completions,sacks,scrambles,explosive_comps,interceptions,net_yards_sum,net_yards_per_db_allowed,explosive_pass_rate_allowed,completion_pct_allowed,int_rate_allowed
2012,ARI,560,560,270,38,0,48,22,3342,5.9678571428571425,0.17777777777777778,0.48214285714285715,0.039285714285714285
2012,ATL,663,663,377,32,0,68,21,4683,7.0633484162895925,0.18037135278514588,0.5686274509803921,0.03167420814479638
2012,BAL,808,808,436,46,0,65,19,5014,6.205445544554456,0.14908256880733944,0.5396039603960396,0.023514851485148515
2012,BUF,590,590,306,36,0,45,12,3689,6.252542372881356,0.14705882352941177,0.5186440677966102,0.020338983050847456
2012,CAR,620,620,371,39,0,38,11,3702,5.970967741935484,0.10242587601078167,0.5983870967741935,0.017741935483870968
2012,CHI,657,657,350,41,0,47,24,3570,5.433789954337899,0.13428571428571429,0.532724505327245,0.0365296803652968
2012,CIN,667,667,375,51,0,54,15,3829,5.740629685157422,0.144,0.5622188905547226,0.022488755622188907
2012,CLE,648,648,378,38,0,43,17,4025,6.21141975308642,0.11375661375661375,0.5833333333333334,0.026234567901234566
2012,DAL,553,553,320,34,0,52,7,3765,6.808318264014466,0.1625,0.5786618444846293,0.012658227848101266
2012,DEN,662,662,339,53,0,43,16,3603,5.442598187311178,0.12684365781710916,0.5120845921450151,0.02416918429003021
2012,DET,607,607,346,34,0,42,11,3898,6.421746293245469,0.12138728323699421,0.5700164744645799,0.018121911037891267
2012,GB,705,705,341,51,0,56,20,4127,5.853900709219858,0.16422287390029325,0.4836879432624113,0.028368794326241134
2012,HOU,722,722,347,47,0,60,16,4280,5.92797783933518,0.1729106628242075,0.4806094182825485,0.0221606648199446
2012,IND,609,609,346,33,0,51,12,4226,6.939244663382595,0.14739884393063585,0.5681444991789819,0.019704433497536946
2012,JAX,579,579,341,20,0,48,12,4020,6.94300518134715,0.14076246334310852,0.5889464594127807,0.02072538860103627
2012,KC,509,509,279,27,0,51,7,3691,7.251473477406679,0.1827956989247312,0.5481335952848723,0.0137524557956778
2012,LA,630,630,362,52,0,36,17,3845,6.103174603174603,0.09944751381215469,0.5746031746031746,0.026984126984126985
2012,LAC,626,626,347,38,0,45,14,3842,6.137380191693291,0.12968299711815562,0.5543130990415336,0.022364217252396165
2012,LV,570,570,347,25,0,56,11,3950,6.9298245614035086,0.16138328530259366,0.6087719298245614,0.01929824561403509
2012,MIA,668,668,353,42,0,60,10,4164,6.233532934131737,0.16997167138810199,0.5284431137724551,0.014970059880239521
2012,MIN,728,728,414,47,0,48,10,4381,6.017857142857143,0.11594202898550725,0.5686813186813187,0.013736263736263736
2012,NE,740,740,424,40,0,83,21,5059,6.8364864864864865,0.1957547169811321,0.572972972972973,0.02837837837837838
2012,NO,645,645,370,30,0,66,15,4814,7.463565891472868,0.1783783783783784,0.5736434108527132,0.023255813953488372
2012,NYG,585,585,341,33,0,60,21,4225,7.222222222222222,0.17595307917888564,0.58290598290598294,0.035897435897435895
2012,NYJ,535,535,266,30,0,42,11,3105,5.803738317757009,0.15789473684210525,0.497196261682243,0.020560747663551402
2012,PHI,537,537,292,30,0,52,8,3669,6.832402234636872,0.1780821917808219,0.5437616387337058,0.0148975791433892
2012,PIT,573,573,299,37,0,31,10,3027,5.282722513089006,0.10367892976588629,0.5218150087260035,0.017452006980802792
2012,SEA,694,694,364,38,0,44,21,3793,5.465417867435159,0.12087912087912088,0.5244956772334294,0.03025936599423631
2012,SF,749,749,415,42,0,52,16,4332,5.7837116154873165,0.12530120481927712,0.5540720961281709,0.021361815754339118
2012,TB,675,675,410,27,0,69,18,4924,7.294814814814814,0.16829268292682928,0.6074074074074074,0.02666666666666667
2012,TEN,628,628,374,39,0,55,19,4130,6.576433121019108,0.14705882352941177,0.5955414012738853,0.030254777070063694
2012,WAS,723,723,408,37,0,61,21,4804,6.644536652835408,0.14950980392156862,0.5643153526970954,0.029045643153526972
