season,defteam,dropbacks,attempts,completions,sacks,scrambles,explosive_comps,interceptions,net_yards_sum,net_yards_per_db_allowed,explosive_pass_rate_allowed,completion_pct_allowed,int_rate_allowed
2003,ARI,517,517,311,20,0,45,13,3590,6.943907156673114,0.14469453376205788,0.6015473887814313,0.025145067698259187
2003,ATL,547,547,323,36,0,52,15,3804,6.954296160877513,0.1609907120743034,0.5904936014625228,0.027422303473491772
2003,BAL,601,601,310,48,0,31,27,2954,4.915141430948419,0.1,0.5158069883527454,0.04492512479201331
2003,BUF,547,547,286,38,0,26,10,2711,4.956124314442413,0.09090909090909091,0.5228519195612431,0.018281535648994516
2003,CAR,738,738,396,49,0,57,25,3960,5.365853658536586,0.14393939393939395,0.5365853658536586,0.03387533875338753
2003,CHI,544,544,325,19,0,32,15,3078,5.658088235294118,0.09846153846153846,0.5974264705882353,0.027573529411764705
2003,CIN,539,539,297,30,0,42,14,3409,6.324675324675325,0.1414141414141414,0.5510204081632653,0.025974025974025976
2003,CLE,533,533,297,34,0,27,15,2848,5.343339587242026,0.09090909090909091,0.5572232645403377,0.028142589118198873
2003,DAL,556,556,258,35,0,44,13,2902,5.219424460431655,0.17054263565891473,0.46402877697841727,0.023381294964028777
2003,DEN,564,564,291,36,0,46,9,3223,5.714539007092198,0.15807560137457044,0.5159574468085106,0.015957446808510637
2003,DET,547,547,331,28,0,42,15,3583,6.550274223034735,0.1268882175226586,0.6051188299817185,0.027422303473491772
2003,GB,713,713,372,45,0,55,22,3886,5.450210378681627,0.1478494623655914,0.5217391304347826,0.030855539971949508
2003,HOU,522,522,297,19,0,55,14,3712,7.111111111111111,0.18518518518518517,0.5689655172413793,0.02681992337164751
2003,IND,574,574,340,33,0,36,18,3436,5.986062717770035,0.10588235294117647,0.5923344947735192,0.0313588850174216
2003,JAX,533,533,303,23,0,38,15,3253,6.103189493433396,0.1254125412541254,0.5684803001876173,0.028142589118198873
2003,KC,622,622,354,37,0,52,25,3656,5.877813504823151,0.14689265536723164,0.5691318327974276,0.04019292604501608
2003,LA,582,582,312,45,0,49,25,3341,5.740549828178694,0.15705128205128205,0.5360824742268041,0.0429553264604811
2003,LAC,549,549,322,31,0,45,13,3370,6.138433515482696,0.13975155279503104,0.5865209471766849,0.023679417122040074
2003,LV,493,493,286,25,0,52,14,3398,6.8924949290060855,0.18181818181818182,0.5801217038539553,0.028397565922920892
2003,MIA,572,572,319,45,0,39,22,3328,5.818181818181818,0.12225705329153605,0.5576923076923077,0.038461538461538464
2003,MIN,571,571,311,37,0,54,28,3479,6.092819614711034,0.17363344051446947,0.5446584938704028,0.04903677758318739
2003,NE,775,775,385,51,0,48,34,3969,5.121290322580645,0.12467532467532468,0.4967741935483871,0.04387096774193548
2003,NO,516,516,264,32,0,38,14,3003,5.819767441860465,0.14393939393939395,0.5116279069767442,0.027131782945736434
2003,NYG,564,564,309,46,0,59,10,3410,6.046099290780142,0.19093851132686085,0.5478723404255319,0.01773049645390071
2003,NYJ,491,491,281,36,0,46,11,3021,6.15274949083503,0.16370106761565836,0.5723014256619144,0.02240325865580448
2003,PHI,642,642,361,40,0,42,14,3505,5.459501557632398,0.11634349030470914,0.5623052959501558,0.021806853582554516
2003,PIT,513,513,294,34,0,43,14,3048,5.941520467836257,0.14625850340136054,0.5730994152046783,0.02729044834307992
2003,SEA,652,652,370,42,0,40,16,3806,5.837423312883436,0.10810810810810811,0.5674846625766872,0.024539877300613498
2003,SF,556,556,310,42,0,45,23,3238,5.823741007194244,0.14516129032258066,0.5575539568345323,0.04136690647482014
2003,TB,508,508,274,36,0,30,20,2710,5.334645669291339,0.10948905109489052,0.5393700787401575,0.03937007874015748
2003,TEN,662,662,373,40,0,47,24,4009,6.055891238670695,0.1260053619302949,0.5634441087613293,0.03625377643504532
2003,WAS,510,510,285,27,0,46,17,3195,6.264705882352941,0.16140350877192983,0.5588235294117647,0.03333333333333333
