season,defteam,dropbacks,attempts,completions,sacks,scrambles,explosive_comps,interceptions,net_yards_sum,net_yards_per_db_allowed,explosive_pass_rate_allowed,completion_pct_allowed,int_rate_allowed
2020,ARI,651,651,365,48,0,48,11,3889,5.9738863287250386,0.13150684931506848,0.5606758832565284,0.016897081413210446
2020,ATL,680,680,425,29,0,66,12,4965,7.301470588235294,0.15529411764705883,0.625,0.01764705882352941
2020,BAL,725,725,421,42,0,42,11,4042,5.575172413793103,0.0997624703087886,0.5806896551724138,0.015172413793103448
2020,BUF,776,776,445,43,0,55,16,4816,6.206185567010309,0.12359550561797752,0.5734536082474226,0.020618556701030927
2020,CAR,635,635,398,29,0,50,7,4034,6.3527559055118115,0.12562814070351758,0.6267716535433071,0.011023622047244094
2020,CHI,648,648,378,36,0,52,10,4150,6.404320987654321,0.13756613756613756,0.5833333333333334,0.015432098765432098
2020,CIN,585,585,340,17,0,57,11,4060,6.94017094017094,0.1676470588235294,0.5811965811965812,0.018803418803418803
2020,CLE,760,760,445,39,0,60,16,4982,6.5552631578947365,0.1348314606741573,0.5855263157894737,0.021052631578947368
2020,DAL,584,584,328,31,0,51,10,3857,6.60445205479452,0.15548780487804878,0.5616438356164384,0.017123287671232876
2020,DEN,639,639,374,42,0,59,10,4090,6.400625978090766,0.15775401069518716,0.5852895148669797,0.01564945226917058
2020,DET,602,602,383,24,0,66,7,4689,7.789036544850498,0.17232375979112272,0.6362126245847176,0.011627906976744186
2020,GB,678,678,387,46,0,45,14,4190,6.179941002949852,0.11627906976744186,0.5707964601769911,0.02064896755162242
2020,HOU,595,595,377,34,0,52,3,4195,7.050420168067227,0.13793103448275862,0.6336134453781512,0.005042016806722689
2020,IND,668,668,395,42,0,57,15,4352,6.514970059880239,0.14430379746835442,0.5913173652694611,0.02245508982035928
2020,JAX,578,578,370,18,0,52,12,4455,7.7076124567474045,0.14054054054054055,0.6401384083044983,0.020761245674740483
2020,KC,747,747,421,38,0,64,18,4658,6.235609103078983,0.15201900237529692,0.5635876840696118,0.024096385542168676
2020,LA,700,700,381,58,0,44,15,3735,5.335714285714285,0.11548556430446194,0.5442857142857143,0.02142857142857143
2020,LAC,601,601,340,27,0,44,12,3756,6.249584026622296,0.12941176470588237,0.5657237936772047,0.019966722129783693
2020,LV,628,628,370,21,0,50,10,4382,6.977707006369426,0.13513513513513514,0.589171974522293,0.01592356687898089
2020,MIA,606,606,343,41,0,57,18,4159,6.863036303630363,0.1661807580174927,0.566006600660066,0.0297029702970297
2020,MIN,591,591,358,23,0,63,15,4308,7.289340101522843,0.17597765363128492,0.6057529610829103,0.025380710659898477
2020,NE,554,554,333,24,0,48,18,3815,6.886281588447654,0.14414414414414414,0.6010830324909747,0.032490974729241874
2020,NO,690,690,370,47,0,52,18,4025,5.833333333333333,0.14054054054054055,0.5362318840579711,0.02608695652173913
2020,NYG,650,650,388,40,0,43,11,4016,6.178461538461539,0.11082474226804123,0.5969230769230769,0.016923076923076923
2020,NYJ,645,645,418,31,0,50,10,4507,6.9875968992248065,0.11961722488038277,0.648062015503876,0.015503875968992248
2020,PHI,596,596,364,49,0,50,8,3951,6.629194630872483,0.13736263736263737,0.610738255033557,0.013422818791946308
2020,PIT,642,642,319,56,0,48,18,3546,5.5233644859813085,0.15047021943573669,0.4968847352024922,0.028037383177570093
2020,SEA,785,785,462,49,0,58,14,4983,6.347770700636943,0.12554112554112554,0.5885350318471337,0.017834394904458598
2020,SF,605,605,341,30,0,44,12,3623,5.988429752066116,0.12903225806451613,0.5636363636363636,0.019834710743801654
2020,TB,888,888,531,58,0,59,22,5260,5.923423423423423,0.1111111111111111,0.597972972972973,0.024774774774774775
2020,TEN,710,710,440,24,0,57,16,4830,6.802816901408451,0.12954545454545455,0.6197183098591549,0.022535211267605635
2020,WAS,646,646,352,50,0,43,16,3620,5.603715170278638,0.12215909090909091,0.544891640866873,0.02476780185758514
